algorithm,distribution,seed,region_id,min_x,max_x,min_y,max_y,visits,resource_hits,resource_weight,score,is_leaf
CPFA,Random,1,0,-4.915,4.915,-4.915,4.915,0,0,0,3.67522,1
CPFA,Random,2,0,-4.915,4.915,-4.915,4.915,0,0,0,3.69958,1
CPFA,Random,3,0,-4.915,4.915,-4.915,4.915,0,0,0,3.82185,1
CPFA,Random,4,0,-4.915,4.915,-4.915,4.915,0,0,0,3.63317,1
CPFA,Random,5,0,-4.915,4.915,-4.915,4.915,0,0,0,3.96023,1
CPFA,Random,6,0,-4.915,4.915,-4.915,4.915,0,0,0,3.08795,1
CPFA,Random,7,0,-4.915,4.915,-4.915,4.915,0,0,0,4.35256,1
CPFA,Random,8,0,-4.915,4.915,-4.915,4.915,0,0,0,3.54309,1
CPFA,Random,9,0,-4.915,4.915,-4.915,4.915,0,0,0,4.61461,1
CPFA,Random,10,0,-4.915,4.915,-4.915,4.915,0,0,0,6.07371,1
CPFA,Random,11,0,-4.915,4.915,-4.915,4.915,0,0,0,4.72569,1
CPFA,Random,12,0,-4.915,4.915,-4.915,4.915,0,0,0,3.87993,1
CPFA,Random,13,0,-4.915,4.915,-4.915,4.915,0,0,0,4.16753,1
CPFA,Random,14,0,-4.915,4.915,-4.915,4.915,0,0,0,4.34362,1
CPFA,Random,15,0,-4.915,4.915,-4.915,4.915,0,0,0,4.41874,1
CPFA,Random,16,0,-4.915,4.915,-4.915,4.915,0,0,0,4.78262,1
CPFA,Random,17,0,-4.915,4.915,-4.915,4.915,0,0,0,3.64263,1
CPFA,Random,18,0,-4.915,4.915,-4.915,4.915,0,0,0,3.25422,1
CPFA,Random,19,0,-4.915,4.915,-4.915,4.915,0,0,0,3.08444,1
CPFA,Random,20,0,-4.915,4.915,-4.915,4.915,0,0,0,3.6087,1
CPFA,Random,21,0,-4.915,4.915,-4.915,4.915,0,0,0,3.60015,1
CPFA,Random,22,0,-4.915,4.915,-4.915,4.915,0,0,0,4.35103,1
CPFA,Random,23,0,-4.915,4.915,-4.915,4.915,0,0,0,4.41303,1
CPFA,Random,24,0,-4.915,4.915,-4.915,4.915,0,0,0,3.49451,1
CPFA,Random,25,0,-4.915,4.915,-4.915,4.915,0,0,0,5.19336,1
CPFA,Random,26,0,-4.915,4.915,-4.915,4.915,0,0,0,3.26604,1
CPFA,Random,27,0,-4.915,4.915,-4.915,4.915,0,0,0,3.62645,1
CPFA,Random,28,0,-4.915,4.915,-4.915,4.915,0,0,0,4.94767,1
CPFA,Random,29,0,-4.915,4.915,-4.915,4.915,0,0,0,4.6829,1
CPFA,Random,30,0,-4.915,4.915,-4.915,4.915,0,0,0,4.5732,1
CPFA,Random,31,0,-4.915,4.915,-4.915,4.915,0,0,0,3.96208,1
CPFA,Random,32,0,-4.915,4.915,-4.915,4.915,0,0,0,4.2605,1
CPFA,Random,33,0,-4.915,4.915,-4.915,4.915,0,0,0,3.82209,1
CPFA,Random,34,0,-4.915,4.915,-4.915,4.915,0,0,0,5.96043,1
CPFA,Random,35,0,-4.915,4.915,-4.915,4.915,0,0,0,4.08026,1
CPFA,Random,36,0,-4.915,4.915,-4.915,4.915,0,0,0,4.64446,1
CPFA,Random,37,0,-4.915,4.915,-4.915,4.915,0,0,0,4.9439,1
CPFA,Random,38,0,-4.915,4.915,-4.915,4.915,0,0,0,4.11892,1
CPFA,Random,39,0,-4.915,4.915,-4.915,4.915,0,0,0,4.46853,1
CPFA,Random,40,0,-4.915,4.915,-4.915,4.915,0,0,0,3.95418,1
CPFA,Random,41,0,-4.915,4.915,-4.915,4.915,0,0,0,4.05723,1
CPFA,Random,42,0,-4.915,4.915,-4.915,4.915,0,0,0,4.96718,1
CPFA,Random,43,0,-4.915,4.915,-4.915,4.915,0,0,0,5.20927,1
CPFA,Random,44,0,-4.915,4.915,-4.915,4.915,0,0,0,3.15641,1
CPFA,Random,45,0,-4.915,4.915,-4.915,4.915,0,0,0,3.5166,1
CPFA,Random,46,0,-4.915,4.915,-4.915,4.915,0,0,0,3.65868,1
CPFA,Random,47,0,-4.915,4.915,-4.915,4.915,0,0,0,4.61662,1
CPFA,Random,48,0,-4.915,4.915,-4.915,4.915,0,0,0,4.93256,1
CPFA,Random,49,0,-4.915,4.915,-4.915,4.915,0,0,0,3.77635,1
CPFA,Random,50,0,-4.915,4.915,-4.915,4.915,0,0,0,3.94982,1
AHCFA,Random,1,5,-4.915,-2.4575,-4.915,-2.4575,0,0,0,1.66616,1
AHCFA,Random,1,6,-2.4575,0,-4.915,-2.4575,0,0,0,2.48841,1
AHCFA,Random,1,10,2.4575,4.915,0,2.4575,1,1,3,7.44237,1
AHCFA,Random,1,11,0,2.4575,2.4575,4.915,3,2,4,7.05908,1
AHCFA,Random,1,12,2.4575,4.915,2.4575,4.915,0,0,0,1.96191,1
AHCFA,Random,1,13,0,2.4575,-4.915,-2.4575,2,2,4,8.31681,1
AHCFA,Random,1,14,2.4575,4.915,-4.915,-2.4575,3,2,4,6.85732,1
AHCFA,Random,1,16,2.4575,4.915,-2.4575,0,5,3,7,10.4235,1
AHCFA,Random,1,17,-4.915,-2.4575,0,2.4575,4,2,5,6.74947,1
AHCFA,Random,1,19,-4.915,-2.4575,2.4575,4.915,0,0,0,1.87404,1
AHCFA,Random,1,20,-2.4575,0,2.4575,4.915,2,2,5,9.69209,1
AHCFA,Random,1,22,1.22875,2.4575,0,1.22875,1,0,0,4.60118,1
AHCFA,Random,1,23,0,1.22875,1.22875,2.4575,2,2,4,8.63106,1
AHCFA,Random,1,24,1.22875,2.4575,1.22875,2.4575,4,3,8,11.9053,1
AHCFA,Random,1,25,-2.4575,-1.22875,-2.4575,-1.22875,2,1,3,7.89392,1
AHCFA,Random,1,26,-1.22875,0,-2.4575,-1.22875,3,2,6,10.5216,1
AHCFA,Random,1,27,-2.4575,-1.22875,-1.22875,0,3,2,4,8.24032,1
AHCFA,Random,1,29,0,1.22875,-2.4575,-1.22875,3,3,7,12.867,1
AHCFA,Random,1,30,1.22875,2.4575,-2.4575,-1.22875,2,0,0,5.77526,1
AHCFA,Random,1,32,1.22875,2.4575,-1.22875,0,2,1,2,8.18247,1
AHCFA,Random,1,33,0,0.614375,0,0.614375,18,0,0,4.0621,1
AHCFA,Random,1,34,0.614375,1.22875,0,0.614375,2,1,2,7.0315,1
AHCFA,Random,1,35,0,0.614375,0.614375,1.22875,0,0,0,4.26774,1
AHCFA,Random,1,36,0.614375,1.22875,0.614375,1.22875,2,0,0,4.14849,1
AHCFA,Random,1,37,-2.4575,-1.22875,0,1.22875,4,3,6,9.58306,1
AHCFA,Random,1,39,-2.4575,-1.22875,1.22875,2.4575,2,2,4,8.02433,1
AHCFA,Random,1,40,-1.22875,0,1.22875,2.4575,2,2,4,8.63404,1
AHCFA,Random,1,41,-1.22875,-0.614375,-1.22875,-0.614375,0,0,0,4.52484,1
AHCFA,Random,1,42,-0.614375,0,-1.22875,-0.614375,3,1,2,6.3978,1
AHCFA,Random,1,43,-1.22875,-0.614375,-0.614375,0,3,0,0,3.93073,1
AHCFA,Random,1,44,-0.614375,0,-0.614375,0,20,0,0,3.94031,1
AHCFA,Random,1,45,-1.22875,-0.614375,0,0.614375,1,0,0,4.04151,1
AHCFA,Random,1,46,-0.614375,0,0,0.614375,21,0,0,3.78121,1
AHCFA,Random,1,47,-1.22875,-0.614375,0.614375,1.22875,1,0,0,4.25601,1
AHCFA,Random,1,48,-0.614375,0,0.614375,1.22875,0,0,0,4.29805,1
AHCFA,Random,1,49,0,0.614375,-1.22875,-0.614375,1,0,0,5.08426,1
AHCFA,Random,1,50,0.614375,1.22875,-1.22875,-0.614375,2,0,0,5.64174,1
AHCFA,Random,1,51,0,0.614375,-0.614375,0,20,0,0,4.44532,1
AHCFA,Random,1,52,0.614375,1.22875,-0.614375,0,2,1,2,7.72219,1
AHCFA,Random,1,53,-4.915,-3.68625,-2.4575,-1.22875,0,0,0,2.07163,1
AHCFA,Random,1,54,-3.68625,-2.4575,-2.4575,-1.22875,1,0,0,3.35265,1
AHCFA,Random,1,55,-4.915,-3.68625,-1.22875,0,0,0,0,2.33014,1
AHCFA,Random,1,56,-3.68625,-2.4575,-1.22875,0,0,0,0,3.99519,1
AHCFA,Random,2,5,-4.915,-2.4575,0,2.4575,2,2,5,9.34135,1
AHCFA,Random,2,7,-4.915,-2.4575,2.4575,4.915,0,0,0,1.92018,1
AHCFA,Random,2,8,-2.4575,0,2.4575,4.915,2,2,4,6.60169,1
AHCFA,Random,2,10,2.4575,4.915,0,2.4575,1,1,2,4.72805,1
AHCFA,Random,2,11,0,2.4575,2.4575,4.915,1,1,3,6.24585,1
AHCFA,Random,2,12,2.4575,4.915,2.4575,4.915,0,0,0,1.77596,1
AHCFA,Random,2,13,-4.915,-2.4575,-4.915,-2.4575,2,2,6,9.59478,1
AHCFA,Random,2,14,-2.4575,0,-4.915,-2.4575,2,1,2,4.85203,1
AHCFA,Random,2,15,-4.915,-2.4575,-2.4575,0,2,2,5,8.75963,1
AHCFA,Random,2,17,0,2.4575,-4.915,-2.4575,4,3,6,9.369,1
AHCFA,Random,2,18,2.4575,4.915,-4.915,-2.4575,3,1,2,4.32776,1
AHCFA,Random,2,20,2.4575,4.915,-2.4575,0,4,1,2,4.68644,1
AHCFA,Random,2,21,0,1.22875,-2.4575,-1.22875,5,2,6,11.8836,1
AHCFA,Random,2,22,1.22875,2.4575,-2.4575,-1.22875,1,1,2,8.40221,1
AHCFA,Random,2,24,1.22875,2.4575,-1.22875,0,5,3,6,9.85369,1
AHCFA,Random,2,26,1.22875,2.4575,0,1.22875,2,0,0,3.45716,1
AHCFA,Random,2,27,0,1.22875,1.22875,2.4575,4,2,5,8.13657,1
AHCFA,Random,2,28,1.22875,2.4575,1.22875,2.4575,2,2,4,7.36079,1
AHCFA,Random,2,29,-2.4575,-1.22875,0,1.22875,1,0,0,4.3873,1
AHCFA,Random,2,31,-2.4575,-1.22875,1.22875,2.4575,3,3,8,11.9367,1
AHCFA,Random,2,32,-1.22875,0,1.22875,2.4575,4,1,2,5.68593,1
AHCFA,Random,2,33,-2.4575,-1.22875,-2.4575,-1.22875,0,0,0,4.45529,1
AHCFA,Random,2,34,-1.22875,0,-2.4575,-1.22875,2,2,4,10.4846,1
AHCFA,Random,2,35,-2.4575,-1.22875,-1.22875,0,1,0,0,5.21226,1
AHCFA,Random,2,37,-1.22875,-0.614375,-1.22875,-0.614375,3,2,4,10.7817,1
AHCFA,Random,2,38,-0.614375,0,-1.22875,-0.614375,2,1,2,9.94557,1
AHCFA,Random,2,39,-1.22875,-0.614375,-0.614375,0,1,1,2,9.43226,1
AHCFA,Random,2,40,-0.614375,0,-0.614375,0,36,0,0,6.67847,1
AHCFA,Random,2,41,0,0.614375,-1.22875,-0.614375,1,0,0,7.98711,1
AHCFA,Random,2,42,0.614375,1.22875,-1.22875,-0.614375,1,0,0,7.32839,1
AHCFA,Random,2,43,0,0.614375,-0.614375,0,21,0,0,6.63643,1
AHCFA,Random,2,44,0.614375,1.22875,-0.614375,0,4,1,2,7.73491,1
AHCFA,Random,2,45,0,0.614375,0,0.614375,24,0,0,6.06589,1
AHCFA,Random,2,46,0.614375,1.22875,0,0.614375,1,0,0,5.38311,1
AHCFA,Random,2,47,0,0.614375,0.614375,1.22875,1,0,0,5.78154,1
AHCFA,Random,2,48,0.614375,1.22875,0.614375,1.22875,1,0,0,4.81195,1
AHCFA,Random,2,49,-1.22875,-0.614375,0,0.614375,1,0,0,5.76133,1
AHCFA,Random,2,50,-0.614375,0,0,0.614375,24,0,0,5.9198,1
AHCFA,Random,2,51,-1.22875,-0.614375,0.614375,1.22875,0,0,0,5.12554,1
AHCFA,Random,2,52,-0.614375,0,0.614375,1.22875,0,0,0,5.72884,1
AHCFA,Random,3,6,2.4575,4.915,0,2.4575,4,3,7,9.09275,1
AHCFA,Random,3,7,0,2.4575,2.4575,4.915,2,2,5,8.37336,1
AHCFA,Random,3,8,2.4575,4.915,2.4575,4.915,0,0,0,2.06028,1
AHCFA,Random,3,11,-4.915,-2.4575,2.4575,4.915,0,0,0,1.75075,1
AHCFA,Random,3,13,0,2.4575,-4.915,-2.4575,2,2,5,9.49385,1
AHCFA,Random,3,14,2.4575,4.915,-4.915,-2.4575,1,1,2,5.07742,1
AHCFA,Random,3,16,2.4575,4.915,-2.4575,0,5,4,11,11.5918,1
AHCFA,Random,3,19,0,1.22875,1.22875,2.4575,2,0,0,3.37238,1
AHCFA,Random,3,20,1.22875,2.4575,1.22875,2.4575,2,2,4,8.59734,1
AHCFA,Random,3,21,-4.915,-2.4575,-4.915,-2.4575,2,2,4,6.58135,1
AHCFA,Random,3,22,-2.4575,0,-4.915,-2.4575,2,1,3,7.22357,1
AHCFA,Random,3,26,1.22875,2.4575,-2.4575,-1.22875,5,2,4,7.77228,1
AHCFA,Random,3,28,1.22875,2.4575,-1.22875,0,5,2,5,7.82657,1
AHCFA,Random,3,29,-2.4575,-1.22875,0,1.22875,5,4,9,12.2784,1
AHCFA,Random,3,31,-2.4575,-1.22875,1.22875,2.4575,3,2,6,10.2851,1
AHCFA,Random,3,32,-1.22875,0,1.22875,2.4575,4,1,2,4.81327,1
AHCFA,Random,3,33,0,0.614375,-1.22875,-0.614375,1,0,0,3.78999,1
AHCFA,Random,3,34,0.614375,1.22875,-1.22875,-0.614375,2,0,0,3.73728,1
AHCFA,Random,3,35,0,0.614375,-0.614375,0,29,0,0,3.19315,1
AHCFA,Random,3,36,0.614375,1.22875,-0.614375,0,2,0,0,3.35291,1
AHCFA,Random,3,37,-1.22875,-0.614375,0,0.614375,0,0,0,4.13983,1
AHCFA,Random,3,38,-0.614375,0,0,0.614375,24,0,0,3.20974,1
AHCFA,Random,3,39,-1.22875,-0.614375,0.614375,1.22875,2,0,0,3.91397,1
AHCFA,Random,3,40,-0.614375,0,0.614375,1.22875,2,0,0,3.29269,1
AHCFA,Random,3,41,0,0.614375,0,0.614375,36,0,0,3.03722,1
AHCFA,Random,3,42,0.614375,1.22875,0,0.614375,2,0,0,3.25603,1
AHCFA,Random,3,43,0,0.614375,0.614375,1.22875,1,0,0,3.28457,1
AHCFA,Random,3,44,0.614375,1.22875,0.614375,1.22875,1,0,0,3.53461,1
AHCFA,Random,3,45,-2.4575,-1.22875,-2.4575,-1.22875,3,1,2,5.26215,1
AHCFA,Random,3,46,-1.22875,0,-2.4575,-1.22875,4,2,4,7.4705,1
AHCFA,Random,3,47,-2.4575,-1.22875,-1.22875,0,2,1,2,6.37428,1
AHCFA,Random,3,49,-1.22875,-0.614375,-1.22875,-0.614375,3,1,2,6.25378,1
AHCFA,Random,3,50,-0.614375,0,-1.22875,-0.614375,1,0,0,3.98583,1
AHCFA,Random,3,51,-1.22875,-0.614375,-0.614375,0,3,1,2,5.86963,1
AHCFA,Random,3,52,-0.614375,0,-0.614375,0,24,0,0,3.40707,1
AHCFA,Random,3,53,1.22875,1.84313,0,0.614375,0,0,0,3.76988,1
AHCFA,Random,3,54,1.84313,2.4575,0,0.614375,1,1,3,7.87908,1
AHCFA,Random,3,55,1.22875,1.84313,0.614375,1.22875,1,0,0,3.85596,1
AHCFA,Random,3,56,1.84313,2.4575,0.614375,1.22875,1,1,2,6.86387,1
AHCFA,Random,3,57,0,0.614375,-2.4575,-1.84313,2,2,4,9.67287,1
AHCFA,Random,3,58,0.614375,1.22875,-2.4575,-1.84313,0,0,0,5.8164,1
AHCFA,Random,3,59,0,0.614375,-1.84313,-1.22875,0,0,0,4.66802,1
AHCFA,Random,3,60,0.614375,1.22875,-1.84313,-1.22875,0,0,0,4.8291,1
AHCFA,Random,3,61,-2.4575,-1.22875,2.4575,3.68625,1,0,0,2.36474,1
AHCFA,Random,3,62,-1.22875,0,2.4575,3.68625,0,0,0,2.67283,1
AHCFA,Random,3,63,-2.4575,-1.22875,3.68625,4.915,1,1,2,4.48012,1
AHCFA,Random,3,64,-1.22875,0,3.68625,4.915,0,0,0,2.53221,1
AHCFA,Random,3,65,-4.915,-3.68625,0,1.22875,1,0,0,3.05163,1
AHCFA,Random,3,66,-3.68625,-2.4575,0,1.22875,0,0,0,4.86482,1
AHCFA,Random,3,67,-4.915,-3.68625,1.22875,2.4575,0,0,0,2.75656,1
AHCFA,Random,3,68,-3.68625,-2.4575,1.22875,2.4575,2,1,2,6.40505,1
AHCFA,Random,3,69,-4.915,-3.68625,-2.4575,-1.22875,0,0,0,2.09929,1
AHCFA,Random,3,70,-3.68625,-2.4575,-2.4575,-1.22875,0,0,0,2.92024,1
AHCFA,Random,3,71,-4.915,-3.68625,-1.22875,0,0,0,0,2.58895,1
AHCFA,Random,3,72,-3.68625,-2.4575,-1.22875,0,1,1,2,6.76287,1
AHCFA,Random,4,5,0,2.4575,-4.915,-2.4575,4,2,5,7.39191,1
AHCFA,Random,4,6,2.4575,4.915,-4.915,-2.4575,3,3,8,10.6285,1
AHCFA,Random,4,8,2.4575,4.915,-2.4575,0,1,1,2,5.05227,1
AHCFA,Random,4,9,-4.915,-2.4575,0,2.4575,4,3,6,8.75961,1
AHCFA,Random,4,11,-4.915,-2.4575,2.4575,4.915,2,1,2,4.85374,1
AHCFA,Random,4,12,-2.4575,0,2.4575,4.915,5,3,8,10.467,1
AHCFA,Random,4,14,2.4575,4.915,0,2.4575,3,2,4,5.77161,1
AHCFA,Random,4,15,0,2.4575,2.4575,4.915,5,4,8,10.8529,1
AHCFA,Random,4,16,2.4575,4.915,2.4575,4.915,1,0,0,1.51388,1
AHCFA,Random,4,17,-4.915,-2.4575,-4.915,-2.4575,3,2,6,7.4567,1
AHCFA,Random,4,18,-2.4575,0,-4.915,-2.4575,5,2,5,5.90726,1
AHCFA,Random,4,19,-4.915,-2.4575,-2.4575,0,2,2,5,10.3535,1
AHCFA,Random,4,22,1.22875,2.4575,0,1.22875,4,2,5,8.54978,1
AHCFA,Random,4,23,0,1.22875,1.22875,2.4575,5,2,4,9.72707,1
AHCFA,Random,4,24,1.22875,2.4575,1.22875,2.4575,1,1,2,7.65028,1
AHCFA,Random,4,25,-2.4575,-1.22875,-2.4575,-1.22875,0,0,0,4.76907,1
AHCFA,Random,4,26,-1.22875,0,-2.4575,-1.22875,3,3,6,9.78919,1
AHCFA,Random,4,27,-2.4575,-1.22875,-1.22875,0,2,2,4,10.1992,1
AHCFA,Random,4,30,1.22875,2.4575,-2.4575,-1.22875,2,0,0,3.36334,1
AHCFA,Random,4,32,1.22875,2.4575,-1.22875,0,4,3,6,8.67408,1
AHCFA,Random,4,33,-2.4575,-1.22875,0,1.22875,4,2,4,8.81807,1
AHCFA,Random,4,35,-2.4575,-1.22875,1.22875,2.4575,3,1,2,7.52061,1
AHCFA,Random,4,37,-1.22875,-0.614375,-1.22875,-0.614375,1,0,0,4.58037,1
AHCFA,Random,4,38,-0.614375,0,-1.22875,-0.614375,2,0,0,3.803,1
AHCFA,Random,4,39,-1.22875,-0.614375,-0.614375,0,2,0,0,4.36039,1
AHCFA,Random,4,40,-0.614375,0,-0.614375,0,19,1,2,4.65198,1
AHCFA,Random,4,41,0,0.614375,0,0.614375,24,0,0,4.03101,1
AHCFA,Random,4,42,0.614375,1.22875,0,0.614375,1,0,0,4.52998,1
AHCFA,Random,4,43,0,0.614375,0.614375,1.22875,3,0,0,4.79591,1
AHCFA,Random,4,44,0.614375,1.22875,0.614375,1.22875,1,1,2,7.95681,1
AHCFA,Random,4,45,0,0.614375,-1.22875,-0.614375,0,0,0,3.73476,1
AHCFA,Random,4,46,0.614375,1.22875,-1.22875,-0.614375,1,0,0,3.38912,1
AHCFA,Random,4,47,0,0.614375,-0.614375,0,21,0,0,3.57264,1
AHCFA,Random,4,48,0.614375,1.22875,-0.614375,0,2,0,0,3.81887,1
AHCFA,Random,4,49,-1.22875,-0.614375,0,0.614375,0,0,0,4.93199,1
AHCFA,Random,4,50,-0.614375,0,0,0.614375,23,0,0,4.08659,1
AHCFA,Random,4,51,-1.22875,-0.614375,0.614375,1.22875,0,0,0,5.60112,1
AHCFA,Random,4,52,-0.614375,0,0.614375,1.22875,1,0,0,4.94454,1
AHCFA,Random,4,53,-1.22875,-0.614375,1.22875,1.84313,1,1,2,9.07919,1
AHCFA,Random,4,54,-0.614375,0,1.22875,1.84313,1,0,0,5.82055,1
AHCFA,Random,4,55,-1.22875,-0.614375,1.84313,2.4575,0,0,0,7.01012,1
AHCFA,Random,4,56,-0.614375,0,1.84313,2.4575,0,0,0,6.83815,1
AHCFA,Random,4,57,0,0.614375,-2.4575,-1.84313,0,0,0,3.22451,1
AHCFA,Random,4,58,0.614375,1.22875,-2.4575,-1.84313,1,1,2,5.78197,1
AHCFA,Random,4,59,0,0.614375,-1.84313,-1.22875,0,0,0,3.49674,1
AHCFA,Random,4,60,0.614375,1.22875,-1.84313,-1.22875,2,0,0,3.03676,1
AHCFA,Random,5,6,2.4575,4.915,0,2.4575,5,3,6,7.12612,1
AHCFA,Random,5,7,0,2.4575,2.4575,4.915,5,4,12,13.009,1
AHCFA,Random,5,8,2.4575,4.915,2.4575,4.915,2,1,4,6.17294,1
AHCFA,Random,5,9,-4.915,-2.4575,-4.915,-2.4575,2,1,2,3.60461,1
AHCFA,Random,5,10,-2.4575,0,-4.915,-2.4575,0,0,0,2.14262,1
AHCFA,Random,5,11,-4.915,-2.4575,-2.4575,0,2,2,4,8.12669,1
AHCFA,Random,5,13,0,2.4575,-4.915,-2.4575,2,2,5,8.86579,1
AHCFA,Random,5,14,2.4575,4.915,-4.915,-2.4575,0,0,0,1.48154,1
AHCFA,Random,5,16,2.4575,4.915,-2.4575,0,0,0,0,1.98408,1
AHCFA,Random,5,17,-2.4575,-1.22875,-2.4575,-1.22875,2,0,0,3.79652,1
AHCFA,Random,5,18,-1.22875,0,-2.4575,-1.22875,2,2,4,7.93638,1
AHCFA,Random,5,19,-2.4575,-1.22875,-1.22875,0,5,3,8,11.0125,1
AHCFA,Random,5,22,1.22875,2.4575,0,1.22875,3,1,3,8.11254,1
AHCFA,Random,5,23,0,1.22875,1.22875,2.4575,1,0,0,5.83187,1
AHCFA,Random,5,24,1.22875,2.4575,1.22875,2.4575,3,3,6,12.1129,1
AHCFA,Random,5,25,-4.915,-2.4575,0,2.4575,2,2,4,7.98034,1
AHCFA,Random,5,27,-4.915,-2.4575,2.4575,4.915,0,0,0,1.90888,1
AHCFA,Random,5,28,-2.4575,0,2.4575,4.915,1,1,2,5.27768,1
AHCFA,Random,5,29,-1.22875,-0.614375,-1.22875,-0.614375,2,0,0,4.07162,1
AHCFA,Random,5,30,-0.614375,0,-1.22875,-0.614375,2,1,2,5.89542,1
AHCFA,Random,5,31,-1.22875,-0.614375,-0.614375,0,3,1,2,5.92222,1
AHCFA,Random,5,32,-0.614375,0,-0.614375,0,23,0,0,3.70678,1
AHCFA,Random,5,33,0,1.22875,-2.4575,-1.22875,3,0,0,2.92388,1
AHCFA,Random,5,34,1.22875,2.4575,-2.4575,-1.22875,0,0,0,3.15815,1
AHCFA,Random,5,36,1.22875,2.4575,-1.22875,0,2,1,2,6.32199,1
AHCFA,Random,5,37,-2.4575,-1.22875,0,1.22875,1,1,3,8.46047,1
AHCFA,Random,5,39,-2.4575,-1.22875,1.22875,2.4575,1,1,3,8.5831,1
AHCFA,Random,5,40,-1.22875,0,1.22875,2.4575,0,0,0,4.74333,1
AHCFA,Random,5,41,0,0.614375,0,0.614375,15,0,0,4.6125,1
AHCFA,Random,5,42,0.614375,1.22875,0,0.614375,2,0,0,4.89313,1
AHCFA,Random,5,43,0,0.614375,0.614375,1.22875,1,0,0,5.88582,1
AHCFA,Random,5,44,0.614375,1.22875,0.614375,1.22875,0,0,0,6.46827,1
AHCFA,Random,5,45,0,0.614375,-1.22875,-0.614375,1,0,0,3.48812,1
AHCFA,Random,5,46,0.614375,1.22875,-1.22875,-0.614375,0,0,0,3.86533,1
AHCFA,Random,5,47,0,0.614375,-0.614375,0,16,0,0,3.74928,1
AHCFA,Random,5,48,0.614375,1.22875,-0.614375,0,1,0,0,4.16413,1
AHCFA,Random,5,49,-1.22875,-0.614375,0,0.614375,0,0,0,4.46175,1
AHCFA,Random,5,50,-0.614375,0,0,0.614375,18,0,0,4.32855,1
AHCFA,Random,5,51,-1.22875,-0.614375,0.614375,1.22875,0,0,0,4.70929,1
AHCFA,Random,5,52,-0.614375,0,0.614375,1.22875,2,1,2,7.49419,1
AHCFA,Random,6,7,-4.915,-2.4575,2.4575,4.915,4,3,7,8.05112,1
AHCFA,Random,6,13,-4.915,-2.4575,-4.915,-2.4575,5,3,6,5.86214,1
AHCFA,Random,6,21,-2.4575,-1.22875,0,1.22875,4,2,4,7.42289,1
AHCFA,Random,6,28,1.22875,2.4575,1.22875,2.4575,4,2,4,9.00583,1
AHCFA,Random,6,30,-1.22875,0,-2.4575,-1.22875,4,1,2,3.85682,1
AHCFA,Random,6,31,-2.4575,-1.22875,-1.22875,0,4,0,0,2.54063,1
AHCFA,Random,6,33,0,1.22875,-2.4575,-1.22875,5,2,4,5.89151,1
AHCFA,Random,6,37,-1.22875,-0.614375,0,0.614375,4,0,0,2.92853,1
AHCFA,Random,6,38,-0.614375,0,0,0.614375,38,0,0,2.80071,1
AHCFA,Random,6,39,-1.22875,-0.614375,0.614375,1.22875,1,0,0,3.53025,1
AHCFA,Random,6,40,-0.614375,0,0.614375,1.22875,0,0,0,3.69228,1
AHCFA,Random,6,41,-1.22875,-0.614375,-1.22875,-0.614375,1,0,0,2.42342,1
AHCFA,Random,6,42,-0.614375,0,-1.22875,-0.614375,1,0,0,2.51119,1
AHCFA,Random,6,43,-1.22875,-0.614375,-0.614375,0,4,1,2,4.34371,1
AHCFA,Random,6,44,-0.614375,0,-0.614375,0,33,0,0,2.49257,1
AHCFA,Random,6,45,0,0.614375,0,0.614375,31,0,0,3.00763,1
AHCFA,Random,6,46,0.614375,1.22875,0,0.614375,0,0,0,3.95811,1
AHCFA,Random,6,47,0,0.614375,0.614375,1.22875,1,0,0,3.66238,1
AHCFA,Random,6,48,0.614375,1.22875,0.614375,1.22875,0,0,0,4.56704,1
AHCFA,Random,6,49,0,0.614375,-1.22875,-0.614375,1,0,0,2.71229,1
AHCFA,Random,6,50,0.614375,1.22875,-1.22875,-0.614375,3,0,0,2.91102,1
AHCFA,Random,6,51,0,0.614375,-0.614375,0,31,0,0,2.6795,1
AHCFA,Random,6,52,0.614375,1.22875,-0.614375,0,4,0,0,3.11349,1
AHCFA,Random,6,53,-4.915,-3.68625,-2.4575,-1.22875,0,0,0,1.83337,1
AHCFA,Random,6,54,-3.68625,-2.4575,-2.4575,-1.22875,3,2,5,6.75104,1
AHCFA,Random,6,55,-4.915,-3.68625,-1.22875,0,1,0,0,2.56916,1
AHCFA,Random,6,56,-3.68625,-2.4575,-1.22875,0,2,2,4,7.8768,1
AHCFA,Random,6,57,2.4575,3.68625,-2.4575,-1.22875,2,0,0,4.05156,1
AHCFA,Random,6,58,3.68625,4.915,-2.4575,-1.22875,2,1,2,6.02373,1
AHCFA,Random,6,59,2.4575,3.68625,-1.22875,0,3,2,4,8.56818,1
AHCFA,Random,6,60,3.68625,4.915,-1.22875,0,0,0,0,3.7584,1
AHCFA,Random,6,61,0,1.22875,2.4575,3.68625,1,1,3,9.26077,1
AHCFA,Random,6,62,1.22875,2.4575,2.4575,3.68625,5,3,6,9.29699,1
AHCFA,Random,6,63,0,1.22875,3.68625,4.915,1,1,2,6.52804,1
AHCFA,Random,6,64,1.22875,2.4575,3.68625,4.915,0,0,0,3.74492,1
AHCFA,Random,6,65,2.4575,3.68625,-4.915,-3.68625,4,4,9,11.0219,1
AHCFA,Random,6,67,2.4575,3.68625,-3.68625,-2.4575,1,1,3,8.30818,1
