algorithm,distribution,seed,grid_size,row,col,x_min,x_max,y_min,y_max,visits
CPFA,Random,1,12,0,0,-4.915,-4.09583,4.09583,4.915,0
CPFA,Random,1,12,0,1,-4.09583,-3.27667,4.09583,4.915,0
CPFA,Random,1,12,0,2,-3.27667,-2.4575,4.09583,4.915,0
CPFA,Random,1,12,0,3,-2.4575,-1.63833,4.09583,4.915,0
CPFA,Random,1,12,0,4,-1.63833,-0.819167,4.09583,4.915,13
CPFA,Random,1,12,0,5,-0.819167,-1.11022e-16,4.09583,4.915,0
CPFA,Random,1,12,0,6,0,0.819167,4.09583,4.915,0
CPFA,Random,1,12,0,7,0.819167,1.63833,4.09583,4.915,22
CPFA,Random,1,12,0,8,1.63833,2.4575,4.09583,4.915,24
CPFA,Random,1,12,0,9,2.4575,3.27667,4.09583,4.915,10
CPFA,Random,1,12,0,10,3.27667,4.09583,4.09583,4.915,0
CPFA,Random,1,12,0,11,4.09583,4.915,4.09583,4.915,0
CPFA,Random,1,12,1,0,-4.915,-4.09583,3.27667,4.09583,0
CPFA,Random,1,12,1,1,-4.09583,-3.27667,3.27667,4.09583,0
CPFA,Random,1,12,1,2,-3.27667,-2.4575,3.27667,4.09583,0
CPFA,Random,1,12,1,3,-2.4575,-1.63833,3.27667,4.09583,0
CPFA,Random,1,12,1,4,-1.63833,-0.819167,3.27667,4.09583,24
CPFA,Random,1,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,0
CPFA,Random,1,12,1,6,0,0.819167,3.27667,4.09583,3
CPFA,Random,1,12,1,7,0.819167,1.63833,3.27667,4.09583,23
CPFA,Random,1,12,1,8,1.63833,2.4575,3.27667,4.09583,12
CPFA,Random,1,12,1,9,2.4575,3.27667,3.27667,4.09583,7
CPFA,Random,1,12,1,10,3.27667,4.09583,3.27667,4.09583,0
CPFA,Random,1,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,1,12,2,0,-4.915,-4.09583,2.4575,3.27667,0
CPFA,Random,1,12,2,1,-4.09583,-3.27667,2.4575,3.27667,0
CPFA,Random,1,12,2,2,-3.27667,-2.4575,2.4575,3.27667,0
CPFA,Random,1,12,2,3,-2.4575,-1.63833,2.4575,3.27667,0
CPFA,Random,1,12,2,4,-1.63833,-0.819167,2.4575,3.27667,22
CPFA,Random,1,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,2
CPFA,Random,1,12,2,6,0,0.819167,2.4575,3.27667,50
CPFA,Random,1,12,2,7,0.819167,1.63833,2.4575,3.27667,23
CPFA,Random,1,12,2,8,1.63833,2.4575,2.4575,3.27667,29
CPFA,Random,1,12,2,9,2.4575,3.27667,2.4575,3.27667,12
CPFA,Random,1,12,2,10,3.27667,4.09583,2.4575,3.27667,0
CPFA,Random,1,12,2,11,4.09583,4.915,2.4575,3.27667,0
CPFA,Random,1,12,3,0,-4.915,-4.09583,1.63833,2.4575,0
CPFA,Random,1,12,3,1,-4.09583,-3.27667,1.63833,2.4575,0
CPFA,Random,1,12,3,2,-3.27667,-2.4575,1.63833,2.4575,0
CPFA,Random,1,12,3,3,-2.4575,-1.63833,1.63833,2.4575,0
CPFA,Random,1,12,3,4,-1.63833,-0.819167,1.63833,2.4575,27
CPFA,Random,1,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,33
CPFA,Random,1,12,3,6,0,0.819167,1.63833,2.4575,43
CPFA,Random,1,12,3,7,0.819167,1.63833,1.63833,2.4575,47
CPFA,Random,1,12,3,8,1.63833,2.4575,1.63833,2.4575,61
CPFA,Random,1,12,3,9,2.4575,3.27667,1.63833,2.4575,14
CPFA,Random,1,12,3,10,3.27667,4.09583,1.63833,2.4575,29
CPFA,Random,1,12,3,11,4.09583,4.915,1.63833,2.4575,0
CPFA,Random,1,12,4,0,-4.915,-4.09583,0.819167,1.63833,18
CPFA,Random,1,12,4,1,-4.09583,-3.27667,0.819167,1.63833,16
CPFA,Random,1,12,4,2,-3.27667,-2.4575,0.819167,1.63833,9
CPFA,Random,1,12,4,3,-2.4575,-1.63833,0.819167,1.63833,26
CPFA,Random,1,12,4,4,-1.63833,-0.819167,0.819167,1.63833,75
CPFA,Random,1,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,263
CPFA,Random,1,12,4,6,0,0.819167,0.819167,1.63833,327
CPFA,Random,1,12,4,7,0.819167,1.63833,0.819167,1.63833,144
CPFA,Random,1,12,4,8,1.63833,2.4575,0.819167,1.63833,36
CPFA,Random,1,12,4,9,2.4575,3.27667,0.819167,1.63833,12
CPFA,Random,1,12,4,10,3.27667,4.09583,0.819167,1.63833,2
CPFA,Random,1,12,4,11,4.09583,4.915,0.819167,1.63833,0
CPFA,Random,1,12,5,0,-4.915,-4.09583,0,0.819167,33
CPFA,Random,1,12,5,1,-4.09583,-3.27667,0,0.819167,14
CPFA,Random,1,12,5,2,-3.27667,-2.4575,0,0.819167,45
CPFA,Random,1,12,5,3,-2.4575,-1.63833,0,0.819167,50
CPFA,Random,1,12,5,4,-1.63833,-0.819167,0,0.819167,264
CPFA,Random,1,12,5,5,-0.819167,-1.11022e-16,0,0.819167,3244
CPFA,Random,1,12,5,6,0,0.819167,0,0.819167,2991
CPFA,Random,1,12,5,7,0.819167,1.63833,0,0.819167,276
CPFA,Random,1,12,5,8,1.63833,2.4575,0,0.819167,66
CPFA,Random,1,12,5,9,2.4575,3.27667,0,0.819167,44
CPFA,Random,1,12,5,10,3.27667,4.09583,0,0.819167,30
CPFA,Random,1,12,5,11,4.09583,4.915,0,0.819167,22
CPFA,Random,1,12,6,0,-4.915,-4.09583,-0.819167,-1.11022e-16,0
CPFA,Random,1,12,6,1,-4.09583,-3.27667,-0.819167,-1.11022e-16,21
CPFA,Random,1,12,6,2,-3.27667,-2.4575,-0.819167,-1.11022e-16,39
CPFA,Random,1,12,6,3,-2.4575,-1.63833,-0.819167,-1.11022e-16,76
CPFA,Random,1,12,6,4,-1.63833,-0.819167,-0.819167,-1.11022e-16,311
CPFA,Random,1,12,6,5,-0.819167,-1.11022e-16,-0.819167,-1.11022e-16,3192
CPFA,Random,1,12,6,6,0,0.819167,-0.819167,-1.11022e-16,2922
CPFA,Random,1,12,6,7,0.819167,1.63833,-0.819167,-1.11022e-16,169
CPFA,Random,1,12,6,8,1.63833,2.4575,-0.819167,-1.11022e-16,52
CPFA,Random,1,12,6,9,2.4575,3.27667,-0.819167,-1.11022e-16,25
CPFA,Random,1,12,6,10,3.27667,4.09583,-0.819167,-1.11022e-16,6
CPFA,Random,1,12,6,11,4.09583,4.915,-0.819167,-1.11022e-16,6
CPFA,Random,1,12,7,0,-4.915,-4.09583,-1.63833,-0.819167,15
CPFA,Random,1,12,7,1,-4.09583,-3.27667,-1.63833,-0.819167,26
CPFA,Random,1,12,7,2,-3.27667,-2.4575,-1.63833,-0.819167,41
CPFA,Random,1,12,7,3,-2.4575,-1.63833,-1.63833,-0.819167,55
CPFA,Random,1,12,7,4,-1.63833,-0.819167,-1.63833,-0.819167,95
CPFA,Random,1,12,7,5,-0.819167,-1.11022e-16,-1.63833,-0.819167,297
CPFA,Random,1,12,7,6,0,0.819167,-1.63833,-0.819167,251
CPFA,Random,1,12,7,7,0.819167,1.63833,-1.63833,-0.819167,141
CPFA,Random,1,12,7,8,1.63833,2.4575,-1.63833,-0.819167,58
CPFA,Random,1,12,7,9,2.4575,3.27667,-1.63833,-0.819167,19
CPFA,Random,1,12,7,10,3.27667,4.09583,-1.63833,-0.819167,6
CPFA,Random,1,12,7,11,4.09583,4.915,-1.63833,-0.819167,8
CPFA,Random,1,12,8,0,-4.915,-4.09583,-2.4575,-1.63833,0
CPFA,Random,1,12,8,1,-4.09583,-3.27667,-2.4575,-1.63833,21
CPFA,Random,1,12,8,2,-3.27667,-2.4575,-2.4575,-1.63833,46
CPFA,Random,1,12,8,3,-2.4575,-1.63833,-2.4575,-1.63833,61
CPFA,Random,1,12,8,4,-1.63833,-0.819167,-2.4575,-1.63833,48
CPFA,Random,1,12,8,5,-0.819167,-1.11022e-16,-2.4575,-1.63833,78
CPFA,Random,1,12,8,6,0,0.819167,-2.4575,-1.63833,21
CPFA,Random,1,12,8,7,0.819167,1.63833,-2.4575,-1.63833,42
CPFA,Random,1,12,8,8,1.63833,2.4575,-2.4575,-1.63833,83
CPFA,Random,1,12,8,9,2.4575,3.27667,-2.4575,-1.63833,28
CPFA,Random,1,12,8,10,3.27667,4.09583,-2.4575,-1.63833,6
CPFA,Random,1,12,8,11,4.09583,4.915,-2.4575,-1.63833,20
CPFA,Random,1,12,9,0,-4.915,-4.09583,-3.27667,-2.4575,0
CPFA,Random,1,12,9,1,-4.09583,-3.27667,-3.27667,-2.4575,14
CPFA,Random,1,12,9,2,-3.27667,-2.4575,-3.27667,-2.4575,23
CPFA,Random,1,12,9,3,-2.4575,-1.63833,-3.27667,-2.4575,0
CPFA,Random,1,12,9,4,-1.63833,-0.819167,-3.27667,-2.4575,35
CPFA,Random,1,12,9,5,-0.819167,-1.11022e-16,-3.27667,-2.4575,32
CPFA,Random,1,12,9,6,0,0.819167,-3.27667,-2.4575,20
CPFA,Random,1,12,9,7,0.819167,1.63833,-3.27667,-2.4575,23
CPFA,Random,1,12,9,8,1.63833,2.4575,-3.27667,-2.4575,39
CPFA,Random,1,12,9,9,2.4575,3.27667,-3.27667,-2.4575,29
CPFA,Random,1,12,9,10,3.27667,4.09583,-3.27667,-2.4575,25
CPFA,Random,1,12,9,11,4.09583,4.915,-3.27667,-2.4575,19
CPFA,Random,1,12,10,0,-4.915,-4.09583,-4.09583,-3.27667,16
CPFA,Random,1,12,10,1,-4.09583,-3.27667,-4.09583,-3.27667,1
CPFA,Random,1,12,10,2,-3.27667,-2.4575,-4.09583,-3.27667,0
CPFA,Random,1,12,10,3,-2.4575,-1.63833,-4.09583,-3.27667,0
CPFA,Random,1,12,10,4,-1.63833,-0.819167,-4.09583,-3.27667,50
CPFA,Random,1,12,10,5,-0.819167,-1.11022e-16,-4.09583,-3.27667,11
CPFA,Random,1,12,10,6,0,0.819167,-4.09583,-3.27667,0
CPFA,Random,1,12,10,7,0.819167,1.63833,-4.09583,-3.27667,1
CPFA,Random,1,12,10,8,1.63833,2.4575,-4.09583,-3.27667,9
CPFA,Random,1,12,10,9,2.4575,3.27667,-4.09583,-3.27667,24
CPFA,Random,1,12,10,10,3.27667,4.09583,-4.09583,-3.27667,8
CPFA,Random,1,12,10,11,4.09583,4.915,-4.09583,-3.27667,7
CPFA,Random,1,12,11,0,-4.915,-4.09583,-4.915,-4.09583,0
CPFA,Random,1,12,11,1,-4.09583,-3.27667,-4.915,-4.09583,0
CPFA,Random,1,12,11,2,-3.27667,-2.4575,-4.915,-4.09583,0
CPFA,Random,1,12,11,3,-2.4575,-1.63833,-4.915,-4.09583,0
CPFA,Random,1,12,11,4,-1.63833,-0.819167,-4.915,-4.09583,12
CPFA,Random,1,12,11,5,-0.819167,-1.11022e-16,-4.915,-4.09583,0
CPFA,Random,1,12,11,6,0,0.819167,-4.915,-4.09583,0
CPFA,Random,1,12,11,7,0.819167,1.63833,-4.915,-4.09583,0
CPFA,Random,1,12,11,8,1.63833,2.4575,-4.915,-4.09583,16
CPFA,Random,1,12,11,9,2.4575,3.27667,-4.915,-4.09583,23
CPFA,Random,1,12,11,10,3.27667,4.09583,-4.915,-4.09583,14
CPFA,Random,1,12,11,11,4.09583,4.915,-4.915,-4.09583,7
CPFA,Random,2,12,0,0,-4.915,-4.09583,4.09583,4.915,15
CPFA,Random,2,12,0,1,-4.09583,-3.27667,4.09583,4.915,2
CPFA,Random,2,12,0,2,-3.27667,-2.4575,4.09583,4.915,0
CPFA,Random,2,12,0,3,-2.4575,-1.63833,4.09583,4.915,0
CPFA,Random,2,12,0,4,-1.63833,-0.819167,4.09583,4.915,3
CPFA,Random,2,12,0,5,-0.819167,-1.11022e-16,4.09583,4.915,77
CPFA,Random,2,12,0,6,0,0.819167,4.09583,4.915,31
CPFA,Random,2,12,0,7,0.819167,1.63833,4.09583,4.915,24
CPFA,Random,2,12,0,8,1.63833,2.4575,4.09583,4.915,41
CPFA,Random,2,12,0,9,2.4575,3.27667,4.09583,4.915,0
CPFA,Random,2,12,0,10,3.27667,4.09583,4.09583,4.915,0
CPFA,Random,2,12,0,11,4.09583,4.915,4.09583,4.915,0
CPFA,Random,2,12,1,0,-4.915,-4.09583,3.27667,4.09583,6
CPFA,Random,2,12,1,1,-4.09583,-3.27667,3.27667,4.09583,18
CPFA,Random,2,12,1,2,-3.27667,-2.4575,3.27667,4.09583,2
CPFA,Random,2,12,1,3,-2.4575,-1.63833,3.27667,4.09583,0
CPFA,Random,2,12,1,4,-1.63833,-0.819167,3.27667,4.09583,10
CPFA,Random,2,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,55
CPFA,Random,2,12,1,6,0,0.819167,3.27667,4.09583,9
CPFA,Random,2,12,1,7,0.819167,1.63833,3.27667,4.09583,22
CPFA,Random,2,12,1,8,1.63833,2.4575,3.27667,4.09583,4
CPFA,Random,2,12,1,9,2.4575,3.27667,3.27667,4.09583,0
CPFA,Random,2,12,1,10,3.27667,4.09583,3.27667,4.09583,13
CPFA,Random,2,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,2,12,2,0,-4.915,-4.09583,2.4575,3.27667,6
CPFA,Random,2,12,2,1,-4.09583,-3.27667,2.4575,3.27667,4
CPFA,Random,2,12,2,2,-3.27667,-2.4575,2.4575,3.27667,39
CPFA,Random,2,12,2,3,-2.4575,-1.63833,2.4575,3.27667,5
CPFA,Random,2,12,2,4,-1.63833,-0.819167,2.4575,3.27667,7
CPFA,Random,2,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,62
CPFA,Random,2,12,2,6,0,0.819167,2.4575,3.27667,40
CPFA,Random,2,12,2,7,0.819167,1.63833,2.4575,3.27667,17
CPFA,Random,2,12,2,8,1.63833,2.4575,2.4575,3.27667,0
CPFA,Random,2,12,2,9,2.4575,3.27667,2.4575,3.27667,10
CPFA,Random,2,12,2,10,3.27667,4.09583,2.4575,3.27667,8
CPFA,Random,2,12,2,11,4.09583,4.915,2.4575,3.27667,0
CPFA,Random,2,12,3,0,-4.915,-4.09583,1.63833,2.4575,17
CPFA,Random,2,12,3,1,-4.09583,-3.27667,1.63833,2.4575,17
CPFA,Random,2,12,3,2,-3.27667,-2.4575,1.63833,2.4575,5
CPFA,Random,2,12,3,3,-2.4575,-1.63833,1.63833,2.4575,30
CPFA,Random,2,12,3,4,-1.63833,-0.819167,1.63833,2.4575,57
CPFA,Random,2,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,99
CPFA,Random,2,12,3,6,0,0.819167,1.63833,2.4575,68
CPFA,Random,2,12,3,7,0.819167,1.63833,1.63833,2.4575,71
CPFA,Random,2,12,3,8,1.63833,2.4575,1.63833,2.4575,21
CPFA,Random,2,12,3,9,2.4575,3.27667,1.63833,2.4575,4
CPFA,Random,2,12,3,10,3.27667,4.09583,1.63833,2.4575,0
CPFA,Random,2,12,3,11,4.09583,4.915,1.63833,2.4575,0
CPFA,Random,2,12,4,0,-4.915,-4.09583,0.819167,1.63833,24
CPFA,Random,2,12,4,1,-4.09583,-3.27667,0.819167,1.63833,11
CPFA,Random,2,12,4,2,-3.27667,-2.4575,0.819167,1.63833,60
CPFA,Random,2,12,4,3,-2.4575,-1.63833,0.819167,1.63833,98
CPFA,Random,2,12,4,4,-1.63833,-0.819167,0.819167,1.63833,114
CPFA,Random,2,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,311
CPFA,Random,2,12,4,6,0,0.819167,0.819167,1.63833,349
CPFA,Random,2,12,4,7,0.819167,1.63833,0.819167,1.63833,84
CPFA,Random,2,12,4,8,1.63833,2.4575,0.819167,1.63833,20
CPFA,Random,2,12,4,9,2.4575,3.27667,0.819167,1.63833,0
CPFA,Random,2,12,4,10,3.27667,4.09583,0.819167,1.63833,13
CPFA,Random,2,12,4,11,4.09583,4.915,0.819167,1.63833,3
CPFA,Random,2,12,5,0,-4.915,-4.09583,0,0.819167,24
CPFA,Random,2,12,5,1,-4.09583,-3.27667,0,0.819167,12
CPFA,Random,2,12,5,2,-3.27667,-2.4575,0,0.819167,54
CPFA,Random,2,12,5,3,-2.4575,-1.63833,0,0.819167,56
CPFA,Random,2,12,5,4,-1.63833,-0.819167,0,0.819167,324
CPFA,Random,2,12,5,5,-0.819167,-1.11022e-16,0,0.819167,2953
CPFA,Random,2,12,5,6,0,0.819167,0,0.819167,2945
CPFA,Random,2,12,5,7,0.819167,1.63833,0,0.819167,151
CPFA,Random,2,12,5,8,1.63833,2.4575,0,0.819167,26
CPFA,Random,2,12,5,9,2.4575,3.27667,0,0.819167,31
CPFA,Random,2,12,5,10,3.27667,4.09583,0,0.819167,12
CPFA,Random,2,12,5,11,4.09583,4.915,0,0.819167,11
CPFA,Random,2,12,6,0,-4.915,-4.09583,-0.819167,-1.11022e-16,23
CPFA,Random,2,12,6,1,-4.09583,-3.27667,-0.819167,-1.11022e-16,17
CPFA,Random,2,12,6,2,-3.27667,-2.4575,-0.819167,-1.11022e-16,62
CPFA,Random,2,12,6,3,-2.4575,-1.63833,-0.819167,-1.11022e-16,56
CPFA,Random,2,12,6,4,-1.63833,-0.819167,-0.819167,-1.11022e-16,286
CPFA,Random,2,12,6,5,-0.819167,-1.11022e-16,-0.819167,-1.11022e-16,3074
CPFA,Random,2,12,6,6,0,0.819167,-0.819167,-1.11022e-16,3257
CPFA,Random,2,12,6,7,0.819167,1.63833,-0.819167,-1.11022e-16,186
CPFA,Random,2,12,6,8,1.63833,2.4575,-0.819167,-1.11022e-16,38
CPFA,Random,2,12,6,9,2.4575,3.27667,-0.819167,-1.11022e-16,31
CPFA,Random,2,12,6,10,3.27667,4.09583,-0.819167,-1.11022e-16,5
CPFA,Random,2,12,6,11,4.09583,4.915,-0.819167,-1.11022e-16,17
CPFA,Random,2,12,7,0,-4.915,-4.09583,-1.63833,-0.819167,38
CPFA,Random,2,12,7,1,-4.09583,-3.27667,-1.63833,-0.819167,15
CPFA,Random,2,12,7,2,-3.27667,-2.4575,-1.63833,-0.819167,20
CPFA,Random,2,12,7,3,-2.4575,-1.63833,-1.63833,-0.819167,6
CPFA,Random,2,12,7,4,-1.63833,-0.819167,-1.63833,-0.819167,91
CPFA,Random,2,12,7,5,-0.819167,-1.11022e-16,-1.63833,-0.819167,402
CPFA,Random,2,12,7,6,0,0.819167,-1.63833,-0.819167,317
CPFA,Random,2,12,7,7,0.819167,1.63833,-1.63833,-0.819167,88
CPFA,Random,2,12,7,8,1.63833,2.4575,-1.63833,-0.819167,38
CPFA,Random,2,12,7,9,2.4575,3.27667,-1.63833,-0.819167,9
CPFA,Random,2,12,7,10,3.27667,4.09583,-1.63833,-0.819167,6
CPFA,Random,2,12,7,11,4.09583,4.915,-1.63833,-0.819167,0
CPFA,Random,2,12,8,0,-4.915,-4.09583,-2.4575,-1.63833,19
CPFA,Random,2,12,8,1,-4.09583,-3.27667,-2.4575,-1.63833,7
CPFA,Random,2,12,8,2,-3.27667,-2.4575,-2.4575,-1.63833,0
CPFA,Random,2,12,8,3,-2.4575,-1.63833,-2.4575,-1.63833,0
CPFA,Random,2,12,8,4,-1.63833,-0.819167,-2.4575,-1.63833,54
CPFA,Random,2,12,8,5,-0.819167,-1.11022e-16,-2.4575,-1.63833,84
CPFA,Random,2,12,8,6,0,0.819167,-2.4575,-1.63833,54
CPFA,Random,2,12,8,7,0.819167,1.63833,-2.4575,-1.63833,16
CPFA,Random,2,12,8,8,1.63833,2.4575,-2.4575,-1.63833,1
CPFA,Random,2,12,8,9,2.4575,3.27667,-2.4575,-1.63833,0
CPFA,Random,2,12,8,10,3.27667,4.09583,-2.4575,-1.63833,13
CPFA,Random,2,12,8,11,4.09583,4.915,-2.4575,-1.63833,0
CPFA,Random,2,12,9,0,-4.915,-4.09583,-3.27667,-2.4575,3
CPFA,Random,2,12,9,1,-4.09583,-3.27667,-3.27667,-2.4575,0
CPFA,Random,2,12,9,2,-3.27667,-2.4575,-3.27667,-2.4575,0
CPFA,Random,2,12,9,3,-2.4575,-1.63833,-3.27667,-2.4575,9
CPFA,Random,2,12,9,4,-1.63833,-0.819167,-3.27667,-2.4575,48
CPFA,Random,2,12,9,5,-0.819167,-1.11022e-16,-3.27667,-2.4575,46
CPFA,Random,2,12,9,6,0,0.819167,-3.27667,-2.4575,33
CPFA,Random,2,12,9,7,0.819167,1.63833,-3.27667,-2.4575,10
CPFA,Random,2,12,9,8,1.63833,2.4575,-3.27667,-2.4575,9
CPFA,Random,2,12,9,9,2.4575,3.27667,-3.27667,-2.4575,0
CPFA,Random,2,12,9,10,3.27667,4.09583,-3.27667,-2.4575,0
CPFA,Random,2,12,9,11,4.09583,4.915,-3.27667,-2.4575,0
CPFA,Random,2,12,10,0,-4.915,-4.09583,-4.09583,-3.27667,0
CPFA,Random,2,12,10,1,-4.09583,-3.27667,-4.09583,-3.27667,0
CPFA,Random,2,12,10,2,-3.27667,-2.4575,-4.09583,-3.27667,0
CPFA,Random,2,12,10,3,-2.4575,-1.63833,-4.09583,-3.27667,14
CPFA,Random,2,12,10,4,-1.63833,-0.819167,-4.09583,-3.27667,18
CPFA,Random,2,12,10,5,-0.819167,-1.11022e-16,-4.09583,-3.27667,56
CPFA,Random,2,12,10,6,0,0.819167,-4.09583,-3.27667,36
CPFA,Random,2,12,10,7,0.819167,1.63833,-4.09583,-3.27667,9
CPFA,Random,2,12,10,8,1.63833,2.4575,-4.09583,-3.27667,0
CPFA,Random,2,12,10,9,2.4575,3.27667,-4.09583,-3.27667,0
CPFA,Random,2,12,10,10,3.27667,4.09583,-4.09583,-3.27667,0
CPFA,Random,2,12,10,11,4.09583,4.915,-4.09583,-3.27667,0
CPFA,Random,2,12,11,0,-4.915,-4.09583,-4.915,-4.09583,0
CPFA,Random,2,12,11,1,-4.09583,-3.27667,-4.915,-4.09583,0
CPFA,Random,2,12,11,2,-3.27667,-2.4575,-4.915,-4.09583,0
CPFA,Random,2,12,11,3,-2.4575,-1.63833,-4.915,-4.09583,0
CPFA,Random,2,12,11,4,-1.63833,-0.819167,-4.915,-4.09583,17
CPFA,Random,2,12,11,5,-0.819167,-1.11022e-16,-4.915,-4.09583,11
CPFA,Random,2,12,11,6,0,0.819167,-4.915,-4.09583,26
CPFA,Random,2,12,11,7,0.819167,1.63833,-4.915,-4.09583,0
CPFA,Random,2,12,11,8,1.63833,2.4575,-4.915,-4.09583,0
CPFA,Random,2,12,11,9,2.4575,3.27667,-4.915,-4.09583,0
CPFA,Random,2,12,11,10,3.27667,4.09583,-4.915,-4.09583,0
CPFA,Random,2,12,11,11,4.09583,4.915,-4.915,-4.09583,0
CPFA,Random,3,12,0,0,-4.915,-4.09583,4.09583,4.915,0
CPFA,Random,3,12,0,1,-4.09583,-3.27667,4.09583,4.915,0
CPFA,Random,3,12,0,2,-3.27667,-2.4575,4.09583,4.915,13
CPFA,Random,3,12,0,3,-2.4575,-1.63833,4.09583,4.915,1
CPFA,Random,3,12,0,4,-1.63833,-0.819167,4.09583,4.915,24
CPFA,Random,3,12,0,5,-0.819167,-1.11022e-16,4.09583,4.915,0
CPFA,Random,3,12,0,6,0,0.819167,4.09583,4.915,51
CPFA,Random,3,12,0,7,0.819167,1.63833,4.09583,4.915,7
CPFA,Random,3,12,0,8,1.63833,2.4575,4.09583,4.915,14
CPFA,Random,3,12,0,9,2.4575,3.27667,4.09583,4.915,0
CPFA,Random,3,12,0,10,3.27667,4.09583,4.09583,4.915,0
CPFA,Random,3,12,0,11,4.09583,4.915,4.09583,4.915,0
CPFA,Random,3,12,1,0,-4.915,-4.09583,3.27667,4.09583,0
CPFA,Random,3,12,1,1,-4.09583,-3.27667,3.27667,4.09583,12
CPFA,Random,3,12,1,2,-3.27667,-2.4575,3.27667,4.09583,0
CPFA,Random,3,12,1,3,-2.4575,-1.63833,3.27667,4.09583,13
CPFA,Random,3,12,1,4,-1.63833,-0.819167,3.27667,4.09583,9
CPFA,Random,3,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,13
CPFA,Random,3,12,1,6,0,0.819167,3.27667,4.09583,30
CPFA,Random,3,12,1,7,0.819167,1.63833,3.27667,4.09583,1
CPFA,Random,3,12,1,8,1.63833,2.4575,3.27667,4.09583,5
CPFA,Random,3,12,1,9,2.4575,3.27667,3.27667,4.09583,0
CPFA,Random,3,12,1,10,3.27667,4.09583,3.27667,4.09583,0
CPFA,Random,3,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,3,12,2,0,-4.915,-4.09583,2.4575,3.27667,0
CPFA,Random,3,12,2,1,-4.09583,-3.27667,2.4575,3.27667,13
CPFA,Random,3,12,2,2,-3.27667,-2.4575,2.4575,3.27667,21
CPFA,Random,3,12,2,3,-2.4575,-1.63833,2.4575,3.27667,11
CPFA,Random,3,12,2,4,-1.63833,-0.819167,2.4575,3.27667,44
CPFA,Random,3,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,22
CPFA,Random,3,12,2,6,0,0.819167,2.4575,3.27667,51
CPFA,Random,3,12,2,7,0.819167,1.63833,2.4575,3.27667,6
CPFA,Random,3,12,2,8,1.63833,2.4575,2.4575,3.27667,0
CPFA,Random,3,12,2,9,2.4575,3.27667,2.4575,3.27667,0
CPFA,Random,3,12,2,10,3.27667,4.09583,2.4575,3.27667,0
CPFA,Random,3,12,2,11,4.09583,4.915,2.4575,3.27667,0
CPFA,Random,3,12,3,0,-4.915,-4.09583,1.63833,2.4575,0
CPFA,Random,3,12,3,1,-4.09583,-3.27667,1.63833,2.4575,1
CPFA,Random,3,12,3,2,-3.27667,-2.4575,1.63833,2.4575,11
CPFA,Random,3,12,3,3,-2.4575,-1.63833,1.63833,2.4575,19
CPFA,Random,3,12,3,4,-1.63833,-0.819167,1.63833,2.4575,53
CPFA,Random,3,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,47
CPFA,Random,3,12,3,6,0,0.819167,1.63833,2.4575,55
CPFA,Random,3,12,3,7,0.819167,1.63833,1.63833,2.4575,14
CPFA,Random,3,12,3,8,1.63833,2.4575,1.63833,2.4575,0
CPFA,Random,3,12,3,9,2.4575,3.27667,1.63833,2.4575,0
CPFA,Random,3,12,3,10,3.27667,4.09583,1.63833,2.4575,0
CPFA,Random,3,12,3,11,4.09583,4.915,1.63833,2.4575,0
CPFA,Random,3,12,4,0,-4.915,-4.09583,0.819167,1.63833,0
CPFA,Random,3,12,4,1,-4.09583,-3.27667,0.819167,1.63833,0
CPFA,Random,3,12,4,2,-3.27667,-2.4575,0.819167,1.63833,17
CPFA,Random,3,12,4,3,-2.4575,-1.63833,0.819167,1.63833,54
CPFA,Random,3,12,4,4,-1.63833,-0.819167,0.819167,1.63833,82
CPFA,Random,3,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,283
CPFA,Random,3,12,4,6,0,0.819167,0.819167,1.63833,247
CPFA,Random,3,12,4,7,0.819167,1.63833,0.819167,1.63833,86
CPFA,Random,3,12,4,8,1.63833,2.4575,0.819167,1.63833,0
CPFA,Random,3,12,4,9,2.4575,3.27667,0.819167,1.63833,0
CPFA,Random,3,12,4,10,3.27667,4.09583,0.819167,1.63833,0
CPFA,Random,3,12,4,11,4.09583,4.915,0.819167,1.63833,0
CPFA,Random,3,12,5,0,-4.915,-4.09583,0,0.819167,0
CPFA,Random,3,12,5,1,-4.09583,-3.27667,0,0.819167,0
CPFA,Random,3,12,5,2,-3.27667,-2.4575,0,0.819167,0
CPFA,Random,3,12,5,3,-2.4575,-1.63833,0,0.819167,20
CPFA,Random,3,12,5,4,-1.63833,-0.819167,0,0.819167,280
