algorithm,distribution,seed,grid_size,row,col,x_min,x_max,y_min,y_max,visits
CPFA,Random,16,12,1,1,-4.09583,-3.27667,3.27667,4.09583,0
CPFA,Random,16,12,1,2,-3.27667,-2.4575,3.27667,4.09583,0
CPFA,Random,16,12,1,3,-2.4575,-1.63833,3.27667,4.09583,0
CPFA,Random,16,12,1,4,-1.63833,-0.819167,3.27667,4.09583,14
CPFA,Random,16,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,16
CPFA,Random,16,12,1,6,0,0.819167,3.27667,4.09583,16
CPFA,Random,16,12,1,7,0.819167,1.63833,3.27667,4.09583,17
CPFA,Random,16,12,1,8,1.63833,2.4575,3.27667,4.09583,8
CPFA,Random,16,12,1,9,2.4575,3.27667,3.27667,4.09583,33
CPFA,Random,16,12,1,10,3.27667,4.09583,3.27667,4.09583,14
CPFA,Random,16,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,16,12,2,0,-4.915,-4.09583,2.4575,3.27667,11
CPFA,Random,16,12,2,1,-4.09583,-3.27667,2.4575,3.27667,5
CPFA,Random,16,12,2,2,-3.27667,-2.4575,2.4575,3.27667,0
CPFA,Random,16,12,2,3,-2.4575,-1.63833,2.4575,3.27667,0
CPFA,Random,16,12,2,4,-1.63833,-0.819167,2.4575,3.27667,14
CPFA,Random,16,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,40
CPFA,Random,16,12,2,6,0,0.819167,2.4575,3.27667,32
CPFA,Random,16,12,2,7,0.819167,1.63833,2.4575,3.27667,9
CPFA,Random,16,12,2,8,1.63833,2.4575,2.4575,3.27667,25
CPFA,Random,16,12,2,9,2.4575,3.27667,2.4575,3.27667,14
CPFA,Random,16,12,2,10,3.27667,4.09583,2.4575,3.27667,4
CPFA,Random,16,12,2,11,4.09583,4.915,2.4575,3.27667,0
CPFA,Random,16,12,3,0,-4.915,-4.09583,1.63833,2.4575,17
CPFA,Random,16,12,3,1,-4.09583,-3.27667,1.63833,2.4575,11
CPFA,Random,16,12,3,2,-3.27667,-2.4575,1.63833,2.4575,13
CPFA,Random,16,12,3,3,-2.4575,-1.63833,1.63833,2.4575,0
CPFA,Random,16,12,3,4,-1.63833,-0.819167,1.63833,2.4575,24
CPFA,Random,16,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,53
CPFA,Random,16,12,3,6,0,0.819167,1.63833,2.4575,91
CPFA,Random,16,12,3,7,0.819167,1.63833,1.63833,2.4575,30
CPFA,Random,16,12,3,8,1.63833,2.4575,1.63833,2.4575,36
CPFA,Random,16,12,3,9,2.4575,3.27667,1.63833,2.4575,1
CPFA,Random,16,12,3,10,3.27667,4.09583,1.63833,2.4575,0
CPFA,Random,16,12,3,11,4.09583,4.915,1.63833,2.4575,0
CPFA,Random,16,12,4,0,-4.915,-4.09583,0.819167,1.63833,6
CPFA,Random,16,12,4,1,-4.09583,-3.27667,0.819167,1.63833,39
CPFA,Random,16,12,4,2,-3.27667,-2.4575,0.819167,1.63833,32
CPFA,Random,16,12,4,3,-2.4575,-1.63833,0.819167,1.63833,46
CPFA,Random,16,12,4,4,-1.63833,-0.819167,0.819167,1.63833,59
CPFA,Random,16,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,303
CPFA,Random,16,12,4,6,0,0.819167,0.819167,1.63833,454
CPFA,Random,16,12,4,7,0.819167,1.63833,0.819167,1.63833,82
CPFA,Random,16,12,4,8,1.63833,2.4575,0.819167,1.63833,31
CPFA,Random,16,12,4,9,2.4575,3.27667,0.819167,1.63833,12
CPFA,Random,16,12,4,10,3.27667,4.09583,0.819167,1.63833,13
CPFA,Random,16,12,4,11,4.09583,4.915,0.819167,1.63833,24
CPFA,Random,16,12,5,0,-4.915,-4.09583,0,0.819167,0
CPFA,Random,16,12,5,1,-4.09583,-3.27667,0,0.819167,0
CPFA,Random,16,12,5,2,-3.27667,-2.4575,0,0.819167,26
CPFA,Random,16,12,5,3,-2.4575,-1.63833,0,0.819167,61
CPFA,Random,16,12,5,4,-1.63833,-0.819167,0,0.819167,284
CPFA,Random,16,12,5,5,-0.819167,-1.11022e-16,0,0.819167,3296
CPFA,Random,16,12,5,6,0,0.819167,0,0.819167,3322
CPFA,Random,16,12,5,7,0.819167,1.63833,0,0.819167,295
CPFA,Random,16,12,5,8,1.63833,2.4575,0,0.819167,59
CPFA,Random,16,12,5,9,2.4575,3.27667,0,0.819167,34
CPFA,Random,16,12,5,10,3.27667,4.09583,0,0.819167,5
CPFA,Random,16,12,5,11,4.09583,4.915,0,0.819167,22
CPFA,Random,16,12,6,0,-4.915,-4.09583,-0.819167,-1.11022e-16,0
CPFA,Random,16,12,6,1,-4.09583,-3.27667,-0.819167,-1.11022e-16,0
CPFA,Random,16,12,6,2,-3.27667,-2.4575,-0.819167,-1.11022e-16,53
CPFA,Random,16,12,6,3,-2.4575,-1.63833,-0.819167,-1.11022e-16,48
CPFA,Random,16,12,6,4,-1.63833,-0.819167,-0.819167,-1.11022e-16,320
CPFA,Random,16,12,6,5,-0.819167,-1.11022e-16,-0.819167,-1.11022e-16,3057
CPFA,Random,16,12,6,6,0,0.819167,-0.819167,-1.11022e-16,3172
CPFA,Random,16,12,6,7,0.819167,1.63833,-0.819167,-1.11022e-16,226
CPFA,Random,16,12,6,8,1.63833,2.4575,-0.819167,-1.11022e-16,38
CPFA,Random,16,12,6,9,2.4575,3.27667,-0.819167,-1.11022e-16,20
CPFA,Random,16,12,6,10,3.27667,4.09583,-0.819167,-1.11022e-16,0
CPFA,Random,16,12,6,11,4.09583,4.915,-0.819167,-1.11022e-16,8
CPFA,Random,16,12,7,0,-4.915,-4.09583,-1.63833,-0.819167,0
CPFA,Random,16,12,7,1,-4.09583,-3.27667,-1.63833,-0.819167,0
CPFA,Random,16,12,7,2,-3.27667,-2.4575,-1.63833,-0.819167,5
CPFA,Random,16,12,7,3,-2.4575,-1.63833,-1.63833,-0.819167,40
CPFA,Random,16,12,7,4,-1.63833,-0.819167,-1.63833,-0.819167,94
CPFA,Random,16,12,7,5,-0.819167,-1.11022e-16,-1.63833,-0.819167,220
CPFA,Random,16,12,7,6,0,0.819167,-1.63833,-0.819167,234
CPFA,Random,16,12,7,7,0.819167,1.63833,-1.63833,-0.819167,92
CPFA,Random,16,12,7,8,1.63833,2.4575,-1.63833,-0.819167,52
CPFA,Random,16,12,7,9,2.4575,3.27667,-1.63833,-0.819167,7
CPFA,Random,16,12,7,10,3.27667,4.09583,-1.63833,-0.819167,0
CPFA,Random,16,12,7,11,4.09583,4.915,-1.63833,-0.819167,7
CPFA,Random,16,12,8,0,-4.915,-4.09583,-2.4575,-1.63833,0
CPFA,Random,16,12,8,1,-4.09583,-3.27667,-2.4575,-1.63833,0
CPFA,Random,16,12,8,2,-3.27667,-2.4575,-2.4575,-1.63833,15
CPFA,Random,16,12,8,3,-2.4575,-1.63833,-2.4575,-1.63833,8
CPFA,Random,16,12,8,4,-1.63833,-0.819167,-2.4575,-1.63833,27
CPFA,Random,16,12,8,5,-0.819167,-1.11022e-16,-2.4575,-1.63833,75
CPFA,Random,16,12,8,6,0,0.819167,-2.4575,-1.63833,42
CPFA,Random,16,12,8,7,0.819167,1.63833,-2.4575,-1.63833,28
CPFA,Random,16,12,8,8,1.63833,2.4575,-2.4575,-1.63833,28
CPFA,Random,16,12,8,9,2.4575,3.27667,-2.4575,-1.63833,28
CPFA,Random,16,12,8,10,3.27667,4.09583,-2.4575,-1.63833,18
CPFA,Random,16,12,8,11,4.09583,4.915,-2.4575,-1.63833,3
CPFA,Random,16,12,9,0,-4.915,-4.09583,-3.27667,-2.4575,0
CPFA,Random,16,12,9,1,-4.09583,-3.27667,-3.27667,-2.4575,0
CPFA,Random,16,12,9,2,-3.27667,-2.4575,-3.27667,-2.4575,8
CPFA,Random,16,12,9,3,-2.4575,-1.63833,-3.27667,-2.4575,1
CPFA,Random,16,12,9,4,-1.63833,-0.819167,-3.27667,-2.4575,22
CPFA,Random,16,12,9,5,-0.819167,-1.11022e-16,-3.27667,-2.4575,28
CPFA,Random,16,12,9,6,0,0.819167,-3.27667,-2.4575,4
CPFA,Random,16,12,9,7,0.819167,1.63833,-3.27667,-2.4575,27
CPFA,Random,16,12,9,8,1.63833,2.4575,-3.27667,-2.4575,1
CPFA,Random,16,12,9,9,2.4575,3.27667,-3.27667,-2.4575,13
CPFA,Random,16,12,9,10,3.27667,4.09583,-3.27667,-2.4575,7
CPFA,Random,16,12,9,11,4.09583,4.915,-3.27667,-2.4575,0
CPFA,Random,16,12,10,0,-4.915,-4.09583,-4.09583,-3.27667,0
CPFA,Random,16,12,10,1,-4.09583,-3.27667,-4.09583,-3.27667,0
CPFA,Random,16,12,10,2,-3.27667,-2.4575,-4.09583,-3.27667,0
CPFA,Random,16,12,10,3,-2.4575,-1.63833,-4.09583,-3.27667,0
CPFA,Random,16,12,10,4,-1.63833,-0.819167,-4.09583,-3.27667,37
CPFA,Random,16,12,10,5,-0.819167,-1.11022e-16,-4.09583,-3.27667,8
CPFA,Random,16,12,10,6,0,0.819167,-4.09583,-3.27667,0
CPFA,Random,16,12,10,7,0.819167,1.63833,-4.09583,-3.27667,25
CPFA,Random,16,12,10,8,1.63833,2.4575,-4.09583,-3.27667,10
CPFA,Random,16,12,10,9,2.4575,3.27667,-4.09583,-3.27667,3
CPFA,Random,16,12,10,10,3.27667,4.09583,-4.09583,-3.27667,5
CPFA,Random,16,12,10,11,4.09583,4.915,-4.09583,-3.27667,0
CPFA,Random,16,12,11,0,-4.915,-4.09583,-4.915,-4.09583,0
CPFA,Random,16,12,11,1,-4.09583,-3.27667,-4.915,-4.09583,0
CPFA,Random,16,12,11,2,-3.27667,-2.4575,-4.915,-4.09583,0
CPFA,Random,16,12,11,3,-2.4575,-1.63833,-4.915,-4.09583,0
CPFA,Random,16,12,11,4,-1.63833,-0.819167,-4.915,-4.09583,29
CPFA,Random,16,12,11,5,-0.819167,-1.11022e-16,-4.915,-4.09583,4
CPFA,Random,16,12,11,6,0,0.819167,-4.915,-4.09583,0
CPFA,Random,16,12,11,7,0.819167,1.63833,-4.915,-4.09583,2
CPFA,Random,16,12,11,8,1.63833,2.4575,-4.915,-4.09583,19
CPFA,Random,16,12,11,9,2.4575,3.27667,-4.915,-4.09583,9
CPFA,Random,16,12,11,10,3.27667,4.09583,-4.915,-4.09583,0
CPFA,Random,16,12,11,11,4.09583,4.915,-4.915,-4.09583,0
CPFA,Random,17,12,0,0,-4.915,-4.09583,4.09583,4.915,22
CPFA,Random,17,12,0,1,-4.09583,-3.27667,4.09583,4.915,14
CPFA,Random,17,12,0,2,-3.27667,-2.4575,4.09583,4.915,4
CPFA,Random,17,12,0,3,-2.4575,-1.63833,4.09583,4.915,0
CPFA,Random,17,12,0,4,-1.63833,-0.819167,4.09583,4.915,0
CPFA,Random,17,12,0,5,-0.819167,-1.11022e-16,4.09583,4.915,0
CPFA,Random,17,12,0,6,0,0.819167,4.09583,4.915,0
CPFA,Random,17,12,0,7,0.819167,1.63833,4.09583,4.915,0
CPFA,Random,17,12,0,8,1.63833,2.4575,4.09583,4.915,25
CPFA,Random,17,12,0,9,2.4575,3.27667,4.09583,4.915,0
CPFA,Random,17,12,0,10,3.27667,4.09583,4.09583,4.915,0
CPFA,Random,17,12,0,11,4.09583,4.915,4.09583,4.915,0
CPFA,Random,17,12,1,0,-4.915,-4.09583,3.27667,4.09583,25
CPFA,Random,17,12,1,1,-4.09583,-3.27667,3.27667,4.09583,13
CPFA,Random,17,12,1,2,-3.27667,-2.4575,3.27667,4.09583,12
CPFA,Random,17,12,1,3,-2.4575,-1.63833,3.27667,4.09583,3
CPFA,Random,17,12,1,4,-1.63833,-0.819167,3.27667,4.09583,0
CPFA,Random,17,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,0
CPFA,Random,17,12,1,6,0,0.819167,3.27667,4.09583,17
CPFA,Random,17,12,1,7,0.819167,1.63833,3.27667,4.09583,1
CPFA,Random,17,12,1,8,1.63833,2.4575,3.27667,4.09583,24
CPFA,Random,17,12,1,9,2.4575,3.27667,3.27667,4.09583,0
CPFA,Random,17,12,1,10,3.27667,4.09583,3.27667,4.09583,0
CPFA,Random,17,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,17,12,2,0,-4.915,-4.09583,2.4575,3.27667,26
CPFA,Random,17,12,2,1,-4.09583,-3.27667,2.4575,3.27667,3
CPFA,Random,17,12,2,2,-3.27667,-2.4575,2.4575,3.27667,29
CPFA,Random,17,12,2,3,-2.4575,-1.63833,2.4575,3.27667,21
CPFA,Random,17,12,2,4,-1.63833,-0.819167,2.4575,3.27667,16
CPFA,Random,17,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,24
CPFA,Random,17,12,2,6,0,0.819167,2.4575,3.27667,31
CPFA,Random,17,12,2,7,0.819167,1.63833,2.4575,3.27667,29
CPFA,Random,17,12,2,8,1.63833,2.4575,2.4575,3.27667,25
CPFA,Random,17,12,2,9,2.4575,3.27667,2.4575,3.27667,0
CPFA,Random,17,12,2,10,3.27667,4.09583,2.4575,3.27667,0
CPFA,Random,17,12,2,11,4.09583,4.915,2.4575,3.27667,0
CPFA,Random,17,12,3,0,-4.915,-4.09583,1.63833,2.4575,22
CPFA,Random,17,12,3,1,-4.09583,-3.27667,1.63833,2.4575,5
CPFA,Random,17,12,3,2,-3.27667,-2.4575,1.63833,2.4575,21
CPFA,Random,17,12,3,3,-2.4575,-1.63833,1.63833,2.4575,32
CPFA,Random,17,12,3,4,-1.63833,-0.819167,1.63833,2.4575,65
CPFA,Random,17,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,36
CPFA,Random,17,12,3,6,0,0.819167,1.63833,2.4575,42
CPFA,Random,17,12,3,7,0.819167,1.63833,1.63833,2.4575,35
CPFA,Random,17,12,3,8,1.63833,2.4575,1.63833,2.4575,11
CPFA,Random,17,12,3,9,2.4575,3.27667,1.63833,2.4575,0
CPFA,Random,17,12,3,10,3.27667,4.09583,1.63833,2.4575,0
CPFA,Random,17,12,3,11,4.09583,4.915,1.63833,2.4575,0
CPFA,Random,17,12,4,0,-4.915,-4.09583,0.819167,1.63833,24
CPFA,Random,17,12,4,1,-4.09583,-3.27667,0.819167,1.63833,19
CPFA,Random,17,12,4,2,-3.27667,-2.4575,0.819167,1.63833,71
CPFA,Random,17,12,4,3,-2.4575,-1.63833,0.819167,1.63833,64
CPFA,Random,17,12,4,4,-1.63833,-0.819167,0.819167,1.63833,120
CPFA,Random,17,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,241
CPFA,Random,17,12,4,6,0,0.819167,0.819167,1.63833,291
CPFA,Random,17,12,4,7,0.819167,1.63833,0.819167,1.63833,68
CPFA,Random,17,12,4,8,1.63833,2.4575,0.819167,1.63833,0
CPFA,Random,17,12,4,9,2.4575,3.27667,0.819167,1.63833,7
CPFA,Random,17,12,4,10,3.27667,4.09583,0.819167,1.63833,18
CPFA,Random,17,12,4,11,4.09583,4.915,0.819167,1.63833,0
CPFA,Random,17,12,5,0,-4.915,-4.09583,0,0.819167,8
CPFA,Random,17,12,5,1,-4.09583,-3.27667,0,0.819167,17
CPFA,Random,17,12,5,2,-3.27667,-2.4575,0,0.819167,35
CPFA,Random,17,12,5,3,-2.4575,-1.63833,0,0.819167,111
CPFA,Random,17,12,5,4,-1.63833,-0.819167,0,0.819167,216
CPFA,Random,17,12,5,5,-0.819167,-1.11022e-16,0,0.819167,2818
CPFA,Random,17,12,5,6,0,0.819167,0,0.819167,3324
CPFA,Random,17,12,5,7,0.819167,1.63833,0,0.819167,290
CPFA,Random,17,12,5,8,1.63833,2.4575,0,0.819167,47
CPFA,Random,17,12,5,9,2.4575,3.27667,0,0.819167,22
CPFA,Random,17,12,5,10,3.27667,4.09583,0,0.819167,0
CPFA,Random,17,12,5,11,4.09583,4.915,0,0.819167,0
CPFA,Random,17,12,6,0,-4.915,-4.09583,-0.819167,-1.11022e-16,20
CPFA,Random,17,12,6,1,-4.09583,-3.27667,-0.819167,-1.11022e-16,16
CPFA,Random,17,12,6,2,-3.27667,-2.4575,-0.819167,-1.11022e-16,29
CPFA,Random,17,12,6,3,-2.4575,-1.63833,-0.819167,-1.11022e-16,77
CPFA,Random,17,12,6,4,-1.63833,-0.819167,-0.819167,-1.11022e-16,218
CPFA,Random,17,12,6,5,-0.819167,-1.11022e-16,-0.819167,-1.11022e-16,2972
CPFA,Random,17,12,6,6,0,0.819167,-0.819167,-1.11022e-16,3313
CPFA,Random,17,12,6,7,0.819167,1.63833,-0.819167,-1.11022e-16,304
CPFA,Random,17,12,6,8,1.63833,2.4575,-0.819167,-1.11022e-16,25
CPFA,Random,17,12,6,9,2.4575,3.27667,-0.819167,-1.11022e-16,0
CPFA,Random,17,12,6,10,3.27667,4.09583,-0.819167,-1.11022e-16,0
CPFA,Random,17,12,6,11,4.09583,4.915,-0.819167,-1.11022e-16,0
CPFA,Random,17,12,7,0,-4.915,-4.09583,-1.63833,-0.819167,12
CPFA,Random,17,12,7,1,-4.09583,-3.27667,-1.63833,-0.819167,7
CPFA,Random,17,12,7,2,-3.27667,-2.4575,-1.63833,-0.819167,12
CPFA,Random,17,12,7,3,-2.4575,-1.63833,-1.63833,-0.819167,44
CPFA,Random,17,12,7,4,-1.63833,-0.819167,-1.63833,-0.819167,138
CPFA,Random,17,12,7,5,-0.819167,-1.11022e-16,-1.63833,-0.819167,375
CPFA,Random,17,12,7,6,0,0.819167,-1.63833,-0.819167,299
CPFA,Random,17,12,7,7,0.819167,1.63833,-1.63833,-0.819167,95
CPFA,Random,17,12,7,8,1.63833,2.4575,-1.63833,-0.819167,11
CPFA,Random,17,12,7,9,2.4575,3.27667,-1.63833,-0.819167,1
CPFA,Random,17,12,7,10,3.27667,4.09583,-1.63833,-0.819167,0
CPFA,Random,17,12,7,11,4.09583,4.915,-1.63833,-0.819167,0
CPFA,Random,17,12,8,0,-4.915,-4.09583,-2.4575,-1.63833,0
CPFA,Random,17,12,8,1,-4.09583,-3.27667,-2.4575,-1.63833,10
CPFA,Random,17,12,8,2,-3.27667,-2.4575,-2.4575,-1.63833,58
CPFA,Random,17,12,8,3,-2.4575,-1.63833,-2.4575,-1.63833,48
CPFA,Random,17,12,8,4,-1.63833,-0.819167,-2.4575,-1.63833,89
CPFA,Random,17,12,8,5,-0.819167,-1.11022e-16,-2.4575,-1.63833,76
CPFA,Random,17,12,8,6,0,0.819167,-2.4575,-1.63833,82
CPFA,Random,17,12,8,7,0.819167,1.63833,-2.4575,-1.63833,19
CPFA,Random,17,12,8,8,1.63833,2.4575,-2.4575,-1.63833,1
CPFA,Random,17,12,8,9,2.4575,3.27667,-2.4575,-1.63833,11
CPFA,Random,17,12,8,10,3.27667,4.09583,-2.4575,-1.63833,0
CPFA,Random,17,12,8,11,4.09583,4.915,-2.4575,-1.63833,0
CPFA,Random,17,12,9,0,-4.915,-4.09583,-3.27667,-2.4575,0
CPFA,Random,17,12,9,1,-4.09583,-3.27667,-3.27667,-2.4575,25
CPFA,Random,17,12,9,2,-3.27667,-2.4575,-3.27667,-2.4575,7
CPFA,Random,17,12,9,3,-2.4575,-1.63833,-3.27667,-2.4575,43
CPFA,Random,17,12,9,4,-1.63833,-0.819167,-3.27667,-2.4575,46
CPFA,Random,17,12,9,5,-0.819167,-1.11022e-16,-3.27667,-2.4575,31
CPFA,Random,17,12,9,6,0,0.819167,-3.27667,-2.4575,67
CPFA,Random,17,12,9,7,0.819167,1.63833,-3.27667,-2.4575,13
CPFA,Random,17,12,9,8,1.63833,2.4575,-3.27667,-2.4575,0
CPFA,Random,17,12,9,9,2.4575,3.27667,-3.27667,-2.4575,0
CPFA,Random,17,12,9,10,3.27667,4.09583,-3.27667,-2.4575,0
CPFA,Random,17,12,9,11,4.09583,4.915,-3.27667,-2.4575,0
CPFA,Random,17,12,10,0,-4.915,-4.09583,-4.09583,-3.27667,6
CPFA,Random,17,12,10,1,-4.09583,-3.27667,-4.09583,-3.27667,3
CPFA,Random,17,12,10,2,-3.27667,-2.4575,-4.09583,-3.27667,7
CPFA,Random,17,12,10,3,-2.4575,-1.63833,-4.09583,-3.27667,8
CPFA,Random,17,12,10,4,-1.63833,-0.819167,-4.09583,-3.27667,29
CPFA,Random,17,12,10,5,-0.819167,-1.11022e-16,-4.09583,-3.27667,32
CPFA,Random,17,12,10,6,0,0.819167,-4.09583,-3.27667,38
CPFA,Random,17,12,10,7,0.819167,1.63833,-4.09583,-3.27667,9
CPFA,Random,17,12,10,8,1.63833,2.4575,-4.09583,-3.27667,0
CPFA,Random,17,12,10,9,2.4575,3.27667,-4.09583,-3.27667,0
CPFA,Random,17,12,10,10,3.27667,4.09583,-4.09583,-3.27667,0
CPFA,Random,17,12,10,11,4.09583,4.915,-4.09583,-3.27667,0
CPFA,Random,17,12,11,0,-4.915,-4.09583,-4.915,-4.09583,12
CPFA,Random,17,12,11,1,-4.09583,-3.27667,-4.915,-4.09583,25
CPFA,Random,17,12,11,2,-3.27667,-2.4575,-4.915,-4.09583,18
CPFA,Random,17,12,11,3,-2.4575,-1.63833,-4.915,-4.09583,17
CPFA,Random,17,12,11,4,-1.63833,-0.819167,-4.915,-4.09583,17
CPFA,Random,17,12,11,5,-0.819167,-1.11022e-16,-4.915,-4.09583,7
CPFA,Random,17,12,11,6,0,0.819167,-4.915,-4.09583,11
CPFA,Random,17,12,11,7,0.819167,1.63833,-4.915,-4.09583,3
CPFA,Random,17,12,11,8,1.63833,2.4575,-4.915,-4.09583,0
CPFA,Random,17,12,11,9,2.4575,3.27667,-4.915,-4.09583,0
CPFA,Random,17,12,11,10,3.27667,4.09583,-4.915,-4.09583,0
CPFA,Random,17,12,11,11,4.09583,4.915,-4.915,-4.09583,0
CPFA,Random,18,12,0,0,-4.915,-4.09583,4.09583,4.915,0
CPFA,Random,18,12,0,1,-4.09583,-3.27667,4.09583,4.915,9
CPFA,Random,18,12,0,2,-3.27667,-2.4575,4.09583,4.915,16
CPFA,Random,18,12,0,3,-2.4575,-1.63833,4.09583,4.915,10
CPFA,Random,18,12,0,4,-1.63833,-0.819167,4.09583,4.915,7
CPFA,Random,18,12,0,5,-0.819167,-1.11022e-16,4.09583,4.915,31
CPFA,Random,18,12,0,6,0,0.819167,4.09583,4.915,0
CPFA,Random,18,12,0,7,0.819167,1.63833,4.09583,4.915,13
CPFA,Random,18,12,0,8,1.63833,2.4575,4.09583,4.915,12
CPFA,Random,18,12,0,9,2.4575,3.27667,4.09583,4.915,0
CPFA,Random,18,12,0,10,3.27667,4.09583,4.09583,4.915,0
CPFA,Random,18,12,0,11,4.09583,4.915,4.09583,4.915,0
CPFA,Random,18,12,1,0,-4.915,-4.09583,3.27667,4.09583,3
CPFA,Random,18,12,1,1,-4.09583,-3.27667,3.27667,4.09583,3
CPFA,Random,18,12,1,2,-3.27667,-2.4575,3.27667,4.09583,0
CPFA,Random,18,12,1,3,-2.4575,-1.63833,3.27667,4.09583,6
CPFA,Random,18,12,1,4,-1.63833,-0.819167,3.27667,4.09583,12
CPFA,Random,18,12,1,5,-0.819167,-1.11022e-16,3.27667,4.09583,39
CPFA,Random,18,12,1,6,0,0.819167,3.27667,4.09583,4
CPFA,Random,18,12,1,7,0.819167,1.63833,3.27667,4.09583,23
CPFA,Random,18,12,1,8,1.63833,2.4575,3.27667,4.09583,25
CPFA,Random,18,12,1,9,2.4575,3.27667,3.27667,4.09583,11
CPFA,Random,18,12,1,10,3.27667,4.09583,3.27667,4.09583,0
CPFA,Random,18,12,1,11,4.09583,4.915,3.27667,4.09583,0
CPFA,Random,18,12,2,0,-4.915,-4.09583,2.4575,3.27667,18
CPFA,Random,18,12,2,1,-4.09583,-3.27667,2.4575,3.27667,5
CPFA,Random,18,12,2,2,-3.27667,-2.4575,2.4575,3.27667,0
CPFA,Random,18,12,2,3,-2.4575,-1.63833,2.4575,3.27667,14
CPFA,Random,18,12,2,4,-1.63833,-0.819167,2.4575,3.27667,30
CPFA,Random,18,12,2,5,-0.819167,-1.11022e-16,2.4575,3.27667,98
CPFA,Random,18,12,2,6,0,0.819167,2.4575,3.27667,23
CPFA,Random,18,12,2,7,0.819167,1.63833,2.4575,3.27667,36
CPFA,Random,18,12,2,8,1.63833,2.4575,2.4575,3.27667,17
CPFA,Random,18,12,2,9,2.4575,3.27667,2.4575,3.27667,0
CPFA,Random,18,12,2,10,3.27667,4.09583,2.4575,3.27667,14
CPFA,Random,18,12,2,11,4.09583,4.915,2.4575,3.27667,7
CPFA,Random,18,12,3,0,-4.915,-4.09583,1.63833,2.4575,23
CPFA,Random,18,12,3,1,-4.09583,-3.27667,1.63833,2.4575,3
CPFA,Random,18,12,3,2,-3.27667,-2.4575,1.63833,2.4575,6
CPFA,Random,18,12,3,3,-2.4575,-1.63833,1.63833,2.4575,2
CPFA,Random,18,12,3,4,-1.63833,-0.819167,1.63833,2.4575,54
CPFA,Random,18,12,3,5,-0.819167,-1.11022e-16,1.63833,2.4575,142
CPFA,Random,18,12,3,6,0,0.819167,1.63833,2.4575,94
CPFA,Random,18,12,3,7,0.819167,1.63833,1.63833,2.4575,72
CPFA,Random,18,12,3,8,1.63833,2.4575,1.63833,2.4575,48
CPFA,Random,18,12,3,9,2.4575,3.27667,1.63833,2.4575,32
CPFA,Random,18,12,3,10,3.27667,4.09583,1.63833,2.4575,13
CPFA,Random,18,12,3,11,4.09583,4.915,1.63833,2.4575,9
CPFA,Random,18,12,4,0,-4.915,-4.09583,0.819167,1.63833,15
CPFA,Random,18,12,4,1,-4.09583,-3.27667,0.819167,1.63833,10
CPFA,Random,18,12,4,2,-3.27667,-2.4575,0.819167,1.63833,33
CPFA,Random,18,12,4,3,-2.4575,-1.63833,0.819167,1.63833,60
CPFA,Random,18,12,4,4,-1.63833,-0.819167,0.819167,1.63833,124
CPFA,Random,18,12,4,5,-0.819167,-1.11022e-16,0.819167,1.63833,292
CPFA,Random,18,12,4,6,0,0.819167,0.819167,1.63833,362
CPFA,Random,18,12,4,7,0.819167,1.63833,0.819167,1.63833,198
CPFA,Random,18,12,4,8,1.63833,2.4575,0.819167,1.63833,76
CPFA,Random,18,12,4,9,2.4575,3.27667,0.819167,1.63833,60
CPFA,Random,18,12,4,10,3.27667,4.09583,0.819167,1.63833,12
CPFA,Random,18,12,4,11,4.09583,4.915,0.819167,1.63833,23
CPFA,Random,18,12,5,0,-4.915,-4.09583,0,0.819167,25
CPFA,Random,18,12,5,1,-4.09583,-3.27667,0,0.819167,24
CPFA,Random,18,12,5,2,-3.27667,-2.4575,0,0.819167,17
CPFA,Random,18,12,5,3,-2.4575,-1.63833,0,0.819167,55
CPFA,Random,18,12,5,4,-1.63833,-0.819167,0,0.819167,278
CPFA,Random,18,12,5,5,-0.819167,-1.11022e-16,0,0.819167,2545
CPFA,Random,18,12,5,6,0,0.819167,0,0.819167,2494
CPFA,Random,18,12,5,7,0.819167,1.63833,0,0.819167,325
CPFA,Random,18,12,5,8,1.63833,2.4575,0,0.819167,106
CPFA,Random,18,12,5,9,2.4575,3.27667,0,0.819167,17
CPFA,Random,18,12,5,10,3.27667,4.09583,0,0.819167,0
CPFA,Random,18,12,5,11,4.09583,4.915,0,0.819167,7
CPFA,Random,18,12,6,0,-4.915,-4.09583,-0.819167,-1.11022e-16,22
CPFA,Random,18,12,6,1,-4.09583,-3.27667,-0.819167,-1.11022e-16,34
CPFA,Random,18,12,6,2,-3.27667,-2.4575,-0.819167,-1.11022e-16,28
CPFA,Random,18,12,6,3,-2.4575,-1.63833,-0.819167,-1.11022e-16,58
CPFA,Random,18,12,6,4,-1.63833,-0.819167,-0.819167,-1.11022e-16,284
