distribution,algorithm,seed,minute,cumulative_score,minute_score
Clustered,AHCFA,3,6,38,8
Clustered,AHCFA,3,7,49,11
Clustered,AHCFA,3,8,55,6
Clustered,AHCFA,3,9,61,6
Clustered,AHCFA,3,10,69,8
Clustered,AHCFA,3,11,74,5
Clustered,AHCFA,3,12,76,2
Clustered,AHCFA,4,1,4,4
Clustered,AHCFA,4,2,9,5
Clustered,AHCFA,4,3,19,10
Clustered,AHCFA,4,4,29,10
Clustered,AHCFA,4,5,38,9
Clustered,AHCFA,4,6,46,8
Clustered,AHCFA,4,7,55,9
Clustered,AHCFA,4,8,63,8
Clustered,AHCFA,4,9,69,6
Clustered,AHCFA,4,10,77,8
Clustered,AHCFA,4,11,85,8
Clustered,AHCFA,4,12,89,4
Clustered,AHCFA,5,1,9,9
Clustered,AHCFA,5,2,20,11
Clustered,AHCFA,5,3,29,9
Clustered,AHCFA,5,4,41,12
Clustered,AHCFA,5,5,51,10
Clustered,AHCFA,5,6,58,7
Clustered,AHCFA,5,7,62,4
Clustered,AHCFA,5,8,67,5
Clustered,AHCFA,5,9,78,11
Clustered,AHCFA,5,10,84,6
Clustered,AHCFA,5,11,92,8
Clustered,AHCFA,5,12,104,12
Clustered,AHCFA,6,1,3,3
Clustered,AHCFA,6,2,8,5
Clustered,AHCFA,6,3,14,6
Clustered,AHCFA,6,4,21,7
Clustered,AHCFA,6,5,26,5
Clustered,AHCFA,6,6,30,4
Clustered,AHCFA,6,7,38,8
Clustered,AHCFA,6,8,45,7
Clustered,AHCFA,6,9,50,5
Clustered,AHCFA,6,10,57,7
Clustered,AHCFA,6,11,62,5
Clustered,AHCFA,6,12,74,12
Clustered,AHCFA,7,1,8,8
Clustered,AHCFA,7,2,18,10
Clustered,AHCFA,7,3,23,5
Clustered,AHCFA,7,4,33,10
Clustered,AHCFA,7,5,42,9
Clustered,AHCFA,7,6,47,5
Clustered,AHCFA,7,7,53,6
Clustered,AHCFA,7,8,63,10
Clustered,AHCFA,7,9,69,6
Clustered,AHCFA,7,10,76,7
Clustered,AHCFA,7,11,83,7
Clustered,AHCFA,7,12,86,3
Clustered,AHCFA,8,1,3,3
Clustered,AHCFA,8,2,12,9
Clustered,AHCFA,8,3,16,4
Clustered,AHCFA,8,4,22,6
Clustered,AHCFA,8,5,27,5
Clustered,AHCFA,8,6,30,3
Clustered,AHCFA,8,7,31,1
Clustered,AHCFA,8,8,32,1
Clustered,AHCFA,8,9,33,1
Clustered,AHCFA,8,10,34,1
Clustered,AHCFA,8,11,39,5
Clustered,AHCFA,8,12,43,4
Clustered,AHCFA,9,1,5,5
Clustered,AHCFA,9,2,9,4
Clustered,AHCFA,9,3,20,11
Clustered,AHCFA,9,4,26,6
Clustered,AHCFA,9,5,35,9
Clustered,AHCFA,9,6,42,7
Clustered,AHCFA,9,7,47,5
Clustered,AHCFA,9,8,54,7
Clustered,AHCFA,9,9,64,10
Clustered,AHCFA,9,10,71,7
Clustered,AHCFA,9,11,80,9
Clustered,AHCFA,9,12,89,9
Clustered,AHCFA,10,1,3,3
Clustered,AHCFA,10,2,9,6
Clustered,AHCFA,10,3,19,10
Clustered,AHCFA,10,4,27,8
Clustered,AHCFA,10,5,32,5
Clustered,AHCFA,10,6,43,11
Clustered,AHCFA,10,7,51,8
Clustered,AHCFA,10,8,58,7
Clustered,AHCFA,10,9,66,8
Clustered,AHCFA,10,10,73,7
Clustered,AHCFA,10,11,79,6
Clustered,AHCFA,10,12,86,7
Clustered,AHCFA,11,1,4,4
Clustered,AHCFA,11,2,10,6
Clustered,AHCFA,11,3,20,10
Clustered,AHCFA,11,4,27,7
Clustered,AHCFA,11,5,33,6
Clustered,AHCFA,11,6,42,9
Clustered,AHCFA,11,7,46,4
Clustered,AHCFA,11,8,52,6
Clustered,AHCFA,11,9,58,6
Clustered,AHCFA,11,10,62,4
Clustered,AHCFA,11,11,71,9
Clustered,AHCFA,11,12,77,6
Clustered,AHCFA,12,1,10,10
Clustered,AHCFA,12,2,17,7
Clustered,AHCFA,12,3,21,4
Clustered,AHCFA,12,4,27,6
Clustered,AHCFA,12,5,32,5
Clustered,AHCFA,12,6,40,8
Clustered,AHCFA,12,7,45,5
Clustered,AHCFA,12,8,51,6
Clustered,AHCFA,12,9,58,7
Clustered,AHCFA,12,10,62,4
Clustered,AHCFA,12,11,69,7
Clustered,AHCFA,12,12,77,8
Clustered,AHCFA,13,1,5,5
Clustered,AHCFA,13,2,14,9
Clustered,AHCFA,13,3,26,12
Clustered,AHCFA,13,4,35,9
Clustered,AHCFA,13,5,45,10
Clustered,AHCFA,13,6,55,10
Clustered,AHCFA,13,7,65,10
Clustered,AHCFA,13,8,69,4
Clustered,AHCFA,13,9,78,9
Clustered,AHCFA,13,10,81,3
Clustered,AHCFA,13,11,83,2
Clustered,AHCFA,13,12,84,1
Clustered,AHCFA,14,1,8,8
Clustered,AHCFA,14,2,16,8
Clustered,AHCFA,14,3,23,7
Clustered,AHCFA,14,4,33,10
Clustered,AHCFA,14,5,37,4
Clustered,AHCFA,14,6,47,10
Clustered,AHCFA,14,7,57,10
Clustered,AHCFA,14,8,62,5
Clustered,AHCFA,14,9,68,6
Clustered,AHCFA,14,10,76,8
Clustered,AHCFA,14,11,81,5
Clustered,AHCFA,14,12,86,5
Clustered,AHCFA,15,1,2,2
Clustered,AHCFA,15,2,8,6
Clustered,AHCFA,15,3,13,5
Clustered,AHCFA,15,4,20,7
Clustered,AHCFA,15,5,29,9
Clustered,AHCFA,15,6,35,6
Clustered,AHCFA,15,7,44,9
Clustered,AHCFA,15,8,48,4
Clustered,AHCFA,15,9,58,10
Clustered,AHCFA,15,10,63,5
Clustered,AHCFA,15,11,66,3
Clustered,AHCFA,15,12,70,4
Clustered,AHCFA,16,1,9,9
Clustered,AHCFA,16,2,17,8
Clustered,AHCFA,16,3,23,6
Clustered,AHCFA,16,4,27,4
Clustered,AHCFA,16,5,31,4
Clustered,AHCFA,16,6,33,2
Clustered,AHCFA,16,7,34,1
Clustered,AHCFA,16,8,35,1
Clustered,AHCFA,16,9,41,6
Clustered,AHCFA,16,10,45,4
Clustered,AHCFA,16,11,52,7
Clustered,AHCFA,16,12,56,4
Clustered,AHCFA,17,1,5,5
Clustered,AHCFA,17,2,13,8
Clustered,AHCFA,17,3,17,4
Clustered,AHCFA,17,4,18,1
Clustered,AHCFA,17,5,20,2
Clustered,AHCFA,17,6,24,4
Clustered,AHCFA,17,7,26,2
Clustered,AHCFA,17,8,28,2
Clustered,AHCFA,17,9,30,2
Clustered,AHCFA,17,10,32,2
Clustered,AHCFA,17,11,38,6
Clustered,AHCFA,17,12,40,2
Clustered,AHCFA,18,1,3,3
Clustered,AHCFA,18,2,9,6
Clustered,AHCFA,18,3,16,7
Clustered,AHCFA,18,4,27,11
Clustered,AHCFA,18,5,34,7
Clustered,AHCFA,18,6,40,6
Clustered,AHCFA,18,7,47,7
Clustered,AHCFA,18,8,53,6
Clustered,AHCFA,18,9,60,7
Clustered,AHCFA,18,10,66,6
Clustered,AHCFA,18,11,70,4
Clustered,AHCFA,18,12,74,4
Clustered,AHCFA,19,1,3,3
Clustered,AHCFA,19,2,9,6
Clustered,AHCFA,19,3,18,9
Clustered,AHCFA,19,4,22,4
Clustered,AHCFA,19,5,32,10
Clustered,AHCFA,19,6,37,5
Clustered,AHCFA,19,7,46,9
Clustered,AHCFA,19,8,53,7
Clustered,AHCFA,19,9,60,7
Clustered,AHCFA,19,10,67,7
Clustered,AHCFA,19,11,75,8
Clustered,AHCFA,19,12,79,4
Clustered,AHCFA,20,1,9,9
Clustered,AHCFA,20,2,15,6
Clustered,AHCFA,20,3,25,10
Clustered,AHCFA,20,4,28,3
Clustered,AHCFA,20,5,35,7
Clustered,AHCFA,20,6,46,11
Clustered,AHCFA,20,7,53,7
Clustered,AHCFA,20,8,59,6
Clustered,AHCFA,20,9,70,11
Clustered,AHCFA,20,10,75,5
Clustered,AHCFA,20,11,83,8
Clustered,AHCFA,20,12,90,7
Clustered,AHCFA,21,1,6,6
Clustered,AHCFA,21,2,13,7
Clustered,AHCFA,21,3,20,7
Clustered,AHCFA,21,4,28,8
Clustered,AHCFA,21,5,32,4
Clustered,AHCFA,21,6,42,10
Clustered,AHCFA,21,7,51,9
Clustered,AHCFA,21,8,62,11
Clustered,AHCFA,21,9,71,9
Clustered,AHCFA,21,10,84,13
Clustered,AHCFA,21,11,87,3
Clustered,AHCFA,21,12,93,6
Clustered,AHCFA,22,1,11,11
Clustered,AHCFA,22,2,17,6
Clustered,AHCFA,22,3,24,7
Clustered,AHCFA,22,4,30,6
Clustered,AHCFA,22,5,39,9
Clustered,AHCFA,22,6,44,5
Clustered,AHCFA,22,7,47,3
Clustered,AHCFA,22,8,54,7
Clustered,AHCFA,22,9,60,6
Clustered,AHCFA,22,10,64,4
Clustered,AHCFA,22,11,72,8
Clustered,AHCFA,22,12,75,3
Clustered,AHCFA,23,1,5,5
Clustered,AHCFA,23,2,12,7
Clustered,AHCFA,23,3,20,8
Clustered,AHCFA,23,4,27,7
Clustered,AHCFA,23,5,35,8
Clustered,AHCFA,23,6,43,8
Clustered,AHCFA,23,7,50,7
Clustered,AHCFA,23,8,55,5
Clustered,AHCFA,23,9,62,7
Clustered,AHCFA,23,10,66,4
Clustered,AHCFA,23,11,71,5
Clustered,AHCFA,23,12,73,2
Clustered,AHCFA,24,1,10,10
Clustered,AHCFA,24,2,21,11
Clustered,AHCFA,24,3,28,7
Clustered,AHCFA,24,4,37,9
Clustered,AHCFA,24,5,50,13
Clustered,AHCFA,24,6,57,7
Clustered,AHCFA,24,7,66,9
Clustered,AHCFA,24,8,74,8
Clustered,AHCFA,24,9,87,13
Clustered,AHCFA,24,10,94,7
Clustered,AHCFA,24,11,103,9
Clustered,AHCFA,24,12,111,8
Clustered,AHCFA,25,1,8,8
Clustered,AHCFA,25,2,15,7
Clustered,AHCFA,25,3,20,5
Clustered,AHCFA,25,4,27,7
Clustered,AHCFA,25,5,35,8
Clustered,AHCFA,25,6,43,8
Clustered,AHCFA,25,7,50,7
Clustered,AHCFA,25,8,62,12
Clustered,AHCFA,25,9,70,8
Clustered,AHCFA,25,10,73,3
Clustered,AHCFA,25,11,81,8
Clustered,AHCFA,25,12,86,5
Clustered,AHCFA,26,1,4,4
Clustered,AHCFA,26,2,13,9
Clustered,AHCFA,26,3,18,5
Clustered,AHCFA,26,4,20,2
Clustered,AHCFA,26,5,25,5
Clustered,AHCFA,26,6,26,1
Clustered,AHCFA,26,7,30,4
Clustered,AHCFA,26,8,31,1
Clustered,AHCFA,26,9,36,5
Clustered,AHCFA,26,10,39,3
Clustered,AHCFA,26,11,40,1
Clustered,AHCFA,26,12,45,5
Clustered,AHCFA,27,1,5,5
Clustered,AHCFA,27,2,14,9
Clustered,AHCFA,27,3,27,13
Clustered,AHCFA,27,4,36,9
Clustered,AHCFA,27,5,43,7
Clustered,AHCFA,27,6,52,9
Clustered,AHCFA,27,7,62,10
Clustered,AHCFA,27,8,67,5
Clustered,AHCFA,27,9,74,7
Clustered,AHCFA,27,10,84,10
Clustered,AHCFA,27,11,94,10
Clustered,AHCFA,27,12,102,8
Clustered,AHCFA,28,1,4,4
Clustered,AHCFA,28,2,8,4
Clustered,AHCFA,28,3,20,12
Clustered,AHCFA,28,4,27,7
Clustered,AHCFA,28,5,28,1
Clustered,AHCFA,28,6,29,1
Clustered,AHCFA,28,7,32,3
Clustered,AHCFA,28,8,32,0
Clustered,AHCFA,28,9,35,3
Clustered,AHCFA,28,10,38,3
Clustered,AHCFA,28,11,47,9
Clustered,AHCFA,28,12,55,8
Clustered,AHCFA,29,1,3,3
Clustered,AHCFA,29,2,12,9
Clustered,AHCFA,29,3,18,6
Clustered,AHCFA,29,4,23,5
Clustered,AHCFA,29,5,30,7
Clustered,AHCFA,29,6,36,6
Clustered,AHCFA,29,7,42,6
Clustered,AHCFA,29,8,46,4
Clustered,AHCFA,29,9,49,3
Clustered,AHCFA,29,10,50,1
Clustered,AHCFA,29,11,52,2
Clustered,AHCFA,29,12,55,3
Clustered,AHCFA,30,1,4,4
Clustered,AHCFA,30,2,12,8
Clustered,AHCFA,30,3,22,10
Clustered,AHCFA,30,4,27,5
Clustered,AHCFA,30,5,33,6
Clustered,AHCFA,30,6,40,7
Clustered,AHCFA,30,7,51,11
Clustered,AHCFA,30,8,60,9
Clustered,AHCFA,30,9,68,8
Clustered,AHCFA,30,10,74,6
Clustered,AHCFA,30,11,83,9
Clustered,AHCFA,30,12,93,10
Clustered,AHCFA,31,1,3,3
Clustered,AHCFA,31,2,9,6
Clustered,AHCFA,31,3,19,10
Clustered,AHCFA,31,4,23,4
Clustered,AHCFA,31,5,27,4
Clustered,AHCFA,31,6,33,6
Clustered,AHCFA,31,7,40,7
Clustered,AHCFA,31,8,47,7
Clustered,AHCFA,31,9,56,9
Clustered,AHCFA,31,10,60,4
Clustered,AHCFA,31,11,65,5
Clustered,AHCFA,31,12,69,4
Clustered,AHCFA,32,1,2,2
Clustered,AHCFA,32,2,7,5
Clustered,AHCFA,32,3,13,6
Clustered,AHCFA,32,4,23,10
Clustered,AHCFA,32,5,30,7
Clustered,AHCFA,32,6,36,6
Clustered,AHCFA,32,7,41,5
Clustered,AHCFA,32,8,53,12
Clustered,AHCFA,32,9,59,6
Clustered,AHCFA,32,10,65,6
Clustered,AHCFA,32,11,70,5
Clustered,AHCFA,32,12,77,7
Clustered,AHCFA,33,1,5,5
Clustered,AHCFA,33,2,8,3
Clustered,AHCFA,33,3,13,5
Clustered,AHCFA,33,4,24,11
Clustered,AHCFA,33,5,31,7
Clustered,AHCFA,33,6,37,6
Clustered,AHCFA,33,7,41,4
Clustered,AHCFA,33,8,50,9
Clustered,AHCFA,33,9,56,6
Clustered,AHCFA,33,10,63,7
Clustered,AHCFA,33,11,66,3
Clustered,AHCFA,33,12,75,9
Clustered,AHCFA,34,1,2,2
Clustered,AHCFA,34,2,5,3
Clustered,AHCFA,34,3,16,11
Clustered,AHCFA,34,4,24,8
Clustered,AHCFA,34,5,31,7
Clustered,AHCFA,34,6,34,3
Clustered,AHCFA,34,7,42,8
Clustered,AHCFA,34,8,48,6
Clustered,AHCFA,34,9,55,7
Clustered,AHCFA,34,10,59,4
Clustered,AHCFA,34,11,67,8
Clustered,AHCFA,34,12,71,4
Clustered,AHCFA,35,1,5,5
Clustered,AHCFA,35,2,10,5
Clustered,AHCFA,35,3,14,4
Clustered,AHCFA,35,4,17,3
Clustered,AHCFA,35,5,22,5
Clustered,AHCFA,35,6,26,4
Clustered,AHCFA,35,7,29,3
Clustered,AHCFA,35,8,32,3
Clustered,AHCFA,35,9,35,3
Clustered,AHCFA,35,10,39,4
Clustered,AHCFA,35,11,45,6
Clustered,AHCFA,35,12,50,5
Clustered,AHCFA,36,1,0,0
Clustered,AHCFA,36,2,9,9
Clustered,AHCFA,36,3,15,6
Clustered,AHCFA,36,4,21,6
Clustered,AHCFA,36,5,26,5
Clustered,AHCFA,36,6,34,8
Clustered,AHCFA,36,7,40,6
Clustered,AHCFA,36,8,45,5
Clustered,AHCFA,36,9,54,9
Clustered,AHCFA,36,10,59,5
Clustered,AHCFA,36,11,64,5
Clustered,AHCFA,36,12,72,8
Clustered,AHCFA,37,1,9,9
Clustered,AHCFA,37,2,14,5
Clustered,AHCFA,37,3,22,8
Clustered,AHCFA,37,4,29,7
Clustered,AHCFA,37,5,33,4
Clustered,AHCFA,37,6,41,8
Clustered,AHCFA,37,7,45,4
Clustered,AHCFA,37,8,49,4
Clustered,AHCFA,37,9,58,9
Clustered,AHCFA,37,10,65,7
Clustered,AHCFA,37,11,73,8
Clustered,AHCFA,37,12,78,5
Clustered,AHCFA,38,1,5,5
Clustered,AHCFA,38,2,12,7
Clustered,AHCFA,38,3,17,5
Clustered,AHCFA,38,4,22,5
Clustered,AHCFA,38,5,28,6
Clustered,AHCFA,38,6,36,8
Clustered,AHCFA,38,7,42,6
Clustered,AHCFA,38,8,46,4
Clustered,AHCFA,38,9,52,6
Clustered,AHCFA,38,10,56,4
Clustered,AHCFA,38,11,63,7
Clustered,AHCFA,38,12,71,8
Clustered,AHCFA,39,1,2,2
Clustered,AHCFA,39,2,9,7
Clustered,AHCFA,39,3,18,9
Clustered,AHCFA,39,4,22,4
Clustered,AHCFA,39,5,29,7
Clustered,AHCFA,39,6,38,9
Clustered,AHCFA,39,7,41,3
Clustered,AHCFA,39,8,46,5
Clustered,AHCFA,39,9,53,7
Clustered,AHCFA,39,10,61,8
Clustered,AHCFA,39,11,67,6
Clustered,AHCFA,39,12,72,5
Clustered,AHCFA,40,1,3,3
Clustered,AHCFA,40,2,11,8
Clustered,AHCFA,40,3,17,6
Clustered,AHCFA,40,4,28,11
Clustered,AHCFA,40,5,34,6
Clustered,AHCFA,40,6,42,8
Clustered,AHCFA,40,7,48,6
Clustered,AHCFA,40,8,58,10
Clustered,AHCFA,40,9,63,5
Clustered,AHCFA,40,10,69,6
Clustered,AHCFA,40,11,77,8
Clustered,AHCFA,40,12,83,6
Clustered,AHCFA,41,1,2,2
Clustered,AHCFA,41,2,7,5
Clustered,AHCFA,41,3,15,8
Clustered,AHCFA,41,4,20,5
Clustered,AHCFA,41,5,25,5
Clustered,AHCFA,41,6,32,7
Clustered,AHCFA,41,7,38,6
Clustered,AHCFA,41,8,40,2
Clustered,AHCFA,41,9,46,6
Clustered,AHCFA,41,10,53,7
Clustered,AHCFA,41,11,58,5
Clustered,AHCFA,41,12,62,4
Clustered,AHCFA,42,1,3,3
Clustered,AHCFA,42,2,11,8
Clustered,AHCFA,42,3,18,7
Clustered,AHCFA,42,4,24,6
Clustered,AHCFA,42,5,27,3
Clustered,AHCFA,42,6,34,7
Clustered,AHCFA,42,7,38,4
Clustered,AHCFA,42,8,43,5
Clustered,AHCFA,42,9,49,6
Clustered,AHCFA,42,10,55,6
Clustered,AHCFA,42,11,60,5
Clustered,AHCFA,42,12,66,6
Clustered,AHCFA,43,1,5,5
Clustered,AHCFA,43,2,9,4
Clustered,AHCFA,43,3,14,5
Clustered,AHCFA,43,4,23,9
Clustered,AHCFA,43,5,33,10
Clustered,AHCFA,43,6,37,4
Clustered,AHCFA,43,7,42,5
Clustered,AHCFA,43,8,47,5
Clustered,AHCFA,43,9,54,7
Clustered,AHCFA,43,10,57,3
Clustered,AHCFA,43,11,62,5
Clustered,AHCFA,43,12,64,2
Clustered,AHCFA,44,1,1,1
Clustered,AHCFA,44,2,10,9
Clustered,AHCFA,44,3,13,3
Clustered,AHCFA,44,4,18,5
Clustered,AHCFA,44,5,23,5
Clustered,AHCFA,44,6,29,6
Clustered,AHCFA,44,7,33,4
Clustered,AHCFA,44,8,36,3
Clustered,AHCFA,44,9,46,10
Clustered,AHCFA,44,10,52,6
Clustered,AHCFA,44,11,64,12
Clustered,AHCFA,44,12,68,4
Clustered,AHCFA,45,1,2,2
Clustered,AHCFA,45,2,4,2
Clustered,AHCFA,45,3,7,3
Clustered,AHCFA,45,4,14,7
Clustered,AHCFA,45,5,20,6
Clustered,AHCFA,45,6,29,9
Clustered,AHCFA,45,7,34,5
Clustered,AHCFA,45,8,37,3
Clustered,AHCFA,45,9,46,9
Clustered,AHCFA,45,10,51,5
Clustered,AHCFA,45,11,53,2
Clustered,AHCFA,45,12,58,5
Clustered,AHCFA,46,1,6,6
Clustered,AHCFA,46,2,10,4
Clustered,AHCFA,46,3,18,8
Clustered,AHCFA,46,4,26,8
Clustered,AHCFA,46,5,32,6
Clustered,AHCFA,46,6,41,9
Clustered,AHCFA,46,7,48,7
Clustered,AHCFA,46,8,50,2
Clustered,AHCFA,46,9,53,3
Clustered,AHCFA,46,10,57,4
Clustered,AHCFA,46,11,59,2
Clustered,AHCFA,46,12,65,6
Clustered,AHCFA,47,1,10,10
Clustered,AHCFA,47,2,15,5
Clustered,AHCFA,47,3,23,8
Clustered,AHCFA,47,4,29,6
Clustered,AHCFA,47,5,36,7
Clustered,AHCFA,47,6,39,3
Clustered,AHCFA,47,7,43,4
Clustered,AHCFA,47,8,44,1
Clustered,AHCFA,47,9,45,1
Clustered,AHCFA,47,10,49,4
Clustered,AHCFA,47,11,50,1
Clustered,AHCFA,47,12,51,1
Clustered,AHCFA,48,1,6,6
Clustered,AHCFA,48,2,8,2
Clustered,AHCFA,48,3,16,8
Clustered,AHCFA,48,4,24,8
Clustered,AHCFA,48,5,31,7
Clustered,AHCFA,48,6,36,5
Clustered,AHCFA,48,7,42,6
Clustered,AHCFA,48,8,50,8
Clustered,AHCFA,48,9,56,6
Clustered,AHCFA,48,10,62,6
Clustered,AHCFA,48,11,70,8
Clustered,AHCFA,48,12,74,4
Clustered,AHCFA,49,1,5,5
Clustered,AHCFA,49,2,10,5
Clustered,AHCFA,49,3,14,4
Clustered,AHCFA,49,4,22,8
Clustered,AHCFA,49,5,29,7
Clustered,AHCFA,49,6,36,7
Clustered,AHCFA,49,7,44,8
Clustered,AHCFA,49,8,51,7
Clustered,AHCFA,49,9,59,8
Clustered,AHCFA,49,10,66,7
Clustered,AHCFA,49,11,73,7
Clustered,AHCFA,49,12,80,7
Clustered,AHCFA,50,1,4,4
Clustered,AHCFA,50,2,7,3
Clustered,AHCFA,50,3,15,8
Clustered,AHCFA,50,4,20,5
Clustered,AHCFA,50,5,25,5
Clustered,AHCFA,50,6,32,7
Clustered,AHCFA,50,7,37,5
Clustered,AHCFA,50,8,44,7
Clustered,AHCFA,50,9,52,8
Clustered,AHCFA,50,10,60,8
Clustered,AHCFA,50,11,67,7
Clustered,AHCFA,50,12,74,7
